job_title,experience,salary,location,job_description,tech_stack
DevOps Lead / Senior Developers,3-10 Yrs ,Not disclosed ,,We are looking for bright and passionate DevOps with CI/CD engineers (3+ years of pro...,"['Engineering services', 'Maven', 'Product engineering', 'GIT', 'Linux', 'Configuration management', 'devops', 'Automotive']"
Senior DevOps Automation Engineer/Consultant Specialist,8-12 Yrs ,Not disclosed ,,"Exp: 8 to 12 YearsLocation: PuneIn this role, you will:Working within the VMWare ESX a...","['Devops', 'VMware Esx Server', 'VMware Vsphere', 'Serv', 'Automation', 'Senior', 'Devops Automation', 'VSphere']"
AWS Python Devops Engineer,5-7 Yrs ,Not disclosed ,,"Extensive experience in system analysis, design, and development. Python Development: C...","['Terraform', 'CI/CD', 'AWS', 'Devops', 'Python', 'CI/CD pipelines', 'EC2 instances', 'RDS databases']"
AWS Python Devops Engineer,5-7 Yrs ,Not disclosed ,,"Extensive experience in system analysis, design, and development. Python Development: C...","['Terraform', 'CI/CD', 'AWS', 'Devops', 'Python', 'system analysis', 'AWS services', 'system design']"
AWS DevOps Engineer,3-8 Yrs ,Not disclosed ,,"Experience in areas of Cloud Data processing and migration, advanced analytics AWS Reds...","['Performance tuning', 'SAN', 'Automation', 'Oracle SQL', 'RDBMS', 'XML', 'Performance testing', 'Open source']"
Specialist SE - DevOPS,3-5 Yrs ,Not disclosed ,,Willingness to work in shifts (6:30AM IST to 11:30 PM IST) Strong knowledge of scripti...,"['Unix', 'Maven', 'Tomcat', 'MS SQL', 'IIS', 'Linux', 'devops', 'Oracle']"
AWS / DevOps Engineer,2-7 Yrs ,Not disclosed ,,Requirement: . . 2+ years of work experience in DevOps role and System ArchitectureExpe...,"['Jenkins', 'Docker', 'Continuous Integration', 'Devops Engineer', 'Ci / Cd Pipelines', 'Aws', 'Cloud Infrastructure', 'Python']"
azure devops engineer,3-7 Yrs ,Not disclosed ,,Actively contribute to improve RD operational processesInvestigate emerging and existin...,"['Cloud computing', 'Interpersonal skills', 'Networking', 'devops', 'Operations', 'Software solutions', 'Monitoring', 'Technical documentation']"
Intermediate DevOps Engineer,3-6 Yrs ,Not disclosed ,,"Dev Ops Engineer required: Skilled, Self-driven with high work ethics, aspirations and ...","['Unix', 'Linux', 'Networking', 'devops', 'XML', 'MySQL', 'Javascript', 'HTML']"
Software Engineer - Devops,3-7 Yrs ,Not disclosed ,,A Software Engineer - DevOps is a professional who is responsible for combining softw...,"['Loop', 'Sales', 'devops', 'Equity', 'E-commerce', 'Weaving', 'Technology solutions', 'Fact']"
Customer Devops Engineer,3-7 Yrs ,Not disclosed ,,Develop extension packages for various Snowbit platform offerings which entails develo...,"['Web services', 'orchestration', 'Cloud Services', 'SAAS', 'Packaging', 'Manager Technology', 'JSON', 'Cost']"
DevOps Engineer,5-8 Yrs ,Not disclosed ,,DevOps Engineer will be part of Devops Team ; He/She will be working with dynamic Core...,"['Security audit', 'Automation', 'cloud security', 'Production support', 'RDBMS', 'MySQL', 'Shell scripting', 'Monitoring']"
DevOps Engineer,4-9 Yrs ,Not disclosed ,,"As part of the leading Cyber Fraud Risk Management team, you will work on major proj...","['Automation', 'Linux', 'Configuration management', 'Postgresql', 'Troubleshooting', 'Risk management', 'infrastructure security', 'Python']"
DevOps Engineer,4-5 Yrs ,Not disclosed ,,We are looking for an awesome Devops Engineer As part of the leading Cyber Fraud R...,"['Computer science', 'Automation', 'Linux', 'Configuration management', 'Postgresql', 'Workflow', 'Troubleshooting', 'Risk management']"
DevOps Engineer,2-6 Yrs ,Not disclosed ,,Experience with infrastructure-as-code frameworks such as Terraform and Puppet Basic un...,"['Maven', 'Automation', 'VPN', 'Weblogic', 'Agile', 'DNS', 'HTTP', 'Information technology']"
DevOps Engineer,2-5 Yrs ,Not disclosed ,,"Bottomline Technologies is seeking a smart, highly motivated individual to work as a...","['Maven', 'Automation', 'VPN', 'Weblogic', 'Agile', 'DNS', 'HTTP', 'Information technology']"
Azure Devops Engineer(Chennai),5-10 Yrs ,18-25 Lacs PA ,,"JD Cloud, Container, Linux, Azure Cloud Azure CLI, PowerShell Azure AD and AKS integrat...","['Azure Cli', 'Powershell', 'Linux', 'Azure Cloud', 'Azure Devops', 'Azure Pipelines', 'Aks', 'Ci/Cd']"
HCL is Hiring For Senior Devops Engineer,9-14 Yrs ,Not disclosed ,,"Responsibilities:Develop automated build scrips where applicable to build, integrate, ...","['Devops', 'Automation Tools', 'Automation', 'Devops Tools', 'azure devops', 'Devops Automation', 'Hiring', 'Senior']"
India - Devops Engineer,1-5 Yrs ,Not disclosed ,,Monitoring and measuring user experience and product KPIs . Database technologies prefe...,"['Change management', 'Automation', 'Linux', 'Coding', 'XML', 'Healthcare', 'Windows', 'Troubleshooting']"
DevOps Engineer II,3-8 Yrs ,Not disclosed ,,Strong understanding of the end-to-end Software development life cycle using Ci / CD to...,"['Unix', 'VMware', 'Automation', 'Linux', 'Production support', 'DNS', 'SNMP', 'Open source']"
DevOps Engineer II,3-5 Yrs ,Not disclosed ,,Strong understanding of the end-to-end Software development life cycle using Ci / CD to...,"['Unix', 'VMware', 'Automation', 'Linux', 'Production support', 'DNS', 'SNMP', 'Open source']"
DevOps Engineers,2-7 Yrs ,Not disclosed ,,Bachelor degree in Computer Science or similar degree . 2+ years of progressive experie...,"['Unix', 'Computer science', 'Automation', 'orchestration', 'Linux', 'GCP', 'devops', 'Consulting']"
Devops Engineer,6-10 Yrs ,Not disclosed ,,"ExperienceOverall 4+ Experience in Azure / GCP Cloud design concepts (e.g. Regions, Av...","['Devops', 'Azure Devops', 'Gcp Cloud', 'Microsoft Azure', 'GCP', 'Cloud']"
DevOps engineer,5-9 Yrs ,Not disclosed ,,"Build Automation tools like GNU Make, Ant, Maven, Gradle, . GNU Make, C based product b...","['Maven', 'Bluetooth', 'Linux', 'devops', 'Debugging', 'Windows', 'Virtualization', 'Release management']"
Lead Software Engineer- Be & DevOps,10-12 Yrs ,Not disclosed ,,Prudentials purpose is to help people get the most out of life We will deliver ...,"['MS SQL', 'Linux', 'Business analysis', 'MySQL', 'Windows', 'Visual Studio', 'Business intelligence', 'Technical support']"
Devops Engineer,4-8 Yrs ,10-18 Lacs PA ,,"Principal Accountabilities:• DevOps Experience in large, multi-product environments• B...","['Ci/Cd', 'Docker', 'Devops Tools', 'Continuous Delivery', 'Release Management', 'Configuration Management', 'Build Management', 'Continuous Integration']"
Devops Engineer,5-8 Yrs ,Not disclosed ,,Experience in Azure Devops,"['Devops', 'Gcp Cloud', 'Cloud', 'GCP']"
Devops Engineer,3-6 Yrs ,Not disclosed ,,"Specify required role expertise, previous job experience, or relevant certifications","['Jenkins', 'Docker', 'Shell Scripting', 'Python Scripting', 'Kubernates', 'git', 'Python', 'Scripting']"
Infrastructure Specialist: AWS DevOps,8-12 Yrs ,Not disclosed ,,Required Technical and Professional Expertise . 8+ years experience in IT Infrastructur...,"['Maven', 'Solution design', 'github', 'JBoss', 'IT infrastructure', 'Tomcat', 'Cloud Services', 'Artifactory']"
Salesforce Devops Engineer,4-7 Yrs ,Not disclosed ,,. 3+ years of experience in SAAS product delivery . SFDC Admin Certification . Experien...,"['Administration', 'SFDC', 'Analytical', 'devops', 'SAAS', 'Deployment', 'Troubleshooting', 'Release management']"
DevOps Engineer,5-7 Yrs ,Not disclosed ,,The desired candidate should have 5-7 years of experience using different DevOps too...,"['Application deployment', 'Automation', 'Project management', 'devops', 'Machine learning', 'Cloud', 'Deployment', 'Hardware']"
DevOps Engineer,5-8 Yrs ,Not disclosed ,,1. Minimum of 5 years exp. with Devops. 2. Great Communication skills. 3. Extensiv...,"['Networking', 'GCP', 'devops', 'Cloud', 'Manager Technology', 'Business solutions', 'Asap', 'Technology']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,Building and setting up new development tools and infrastructure Understanding the ...,"['Software development', 'devops', 'Infrastructure', 'Testing', 'Development', 'Software testing', 'Software']"
DevOps Engineer,6-11 Yrs ,Not disclosed ,,"Bachelor s degree in computer science, Information Technology, or a related fieldExperi...","['Computer science', 'Cloud computing', 'Networking', 'devops', 'Configuration management', 'SOC', 'Analytical', 'MongoDB']"
DevOps Engineer,2-8 Yrs ,Not disclosed ,,Automation experience using Ansible / TerraformExperience using containers (i.eExperien...,"['Automation', 'Version control', 'GIT', 'GCP', 'devops', 'Infrastructure', 'jenkins', 'Management']"
DevOps Engineer,1-3 Yrs ,Not disclosed ,,"Experience in installation, configuration and managing apache webserver, . Tomcat / Jbo...","['Unix', 'VMware', 'Tomcat', 'Linux', 'JBoss', 'JDBC', 'Apache', 'SCM']"
DevOps Engineer,5-7 Yrs ,Not disclosed ,,"Our technologies are based on the GRAND stack: GraphQL, React Native, Apollo Server, Ne...","['neo4j', 'Architecture', 'GCP', 'devops', 'Cloud', 'Infrastructure', 'Database', 'Management']"
DevOps Engineer,2-14 Yrs ,Not disclosed ,,A good problem solving mindset combined with experience of troubleshooting large-scale ...,"['Operating systems', 'Networking', 'Performance engineering', 'devops', 'Cloud', 'Packaging', 'Infrastructure', 'Manager Technology']"
DevOps Engineer,1-4 Yrs ,Not disclosed ,,Work experience as a DevOps Engineer or similar software engineering role Working k...,"['devops', 'SQL']"
DevOps Engineer,1-4 Yrs ,Not disclosed ,,Expertise & preferably certified architect on one of AZURE /GCPA minimum of 10+ years o...,"['Maven', 'Tomcat', 'github', 'Linux', 'JBoss', 'WAN', 'GCP', 'LAN']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,Experience of deploying Kubernetes cluster with terraform and OpenStackVery good at Hel...,"['deep learning', 'Automation', 'Coding', 'devops', 'Manager Technology', 'Infrastructure', 'Deployment', 'openstack']"
Azure DevOps engineer- Freelancer-Support Engineer,5-6 Yrs ,Not disclosed ,,Ample experience in crafting CI / CD pipelines including automated infrastructure testi...,"['VMware', 'Performance tuning', 'Automation', 'Linux', 'Networking', 'RDBMS', 'Agile', 'Application development']"
Infrastructure Specialist: AWS DevOps,8-13 Yrs ,Not disclosed ,,Required Technical and Professional Expertise . 8+ years experience in IT Infrastructur...,"['CloudWatch', 'ELK Stack', 'Jenkins', 'Maven', 'Docker', 'GitHub', 'Ansible', 'Artifactory']"
Infrastructure Specialist: AWS DevOps,8-10 Yrs ,Not disclosed ,,Required Technical and Professional Expertise . 8+ years experience in IT Infrastructur...,"['Maven', 'Solution design', 'github', 'JBoss', 'IT infrastructure', 'Tomcat', 'Cloud Services', 'Artifactory']"
Linux DevOps Engineer,3-6 Yrs ,Not disclosed ,,"Additional skills such as Windows server administration, GCP cloud, provisioning and ma...","['TCP', 'Linux', 'devops', 'Database administration', 'DNS', 'Troubleshooting', 'Open source', 'Virtualization']"
GCP DevOps/SRE Engineer,5-8 Yrs ,Not disclosed ,,"Experience should have 5+ years to 8 years.In depth knowledge of key GCP services GCE,...","['Python/Shell/Bash', 'GCP', 'Terraform/Ansible', 'CI/CD', 'Sre', 'Ansible', 'Bash', 'Shell scripting']"
"GCP DevOps ,SRE Engineer",5-8 Yrs ,Not disclosed ,,"Experience should have 5+ years to 8 years.In depth knowledge of key GCP services GCE,...","['Python/Shell/Bash', 'GCP', 'Terraform/Ansible', 'CI/CD', 'Ansible', 'Python', 'Shell scripting', 'Cd']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,"Bachelor s Degree in Computer Science or a related analytical field, or equivalent expe...","['Computer science', 'Automation', 'Powershell', 'Analytical', 'Agile', 'Healthcare', 'microsoft', 'Information technology']"
DevOps Engineer,2-6 Yrs ,Not disclosed ,,Working with your team to untangle our clients business challenges. Working with ...,"['Unix', 'Automation', 'GIT', 'Linux', 'Analytical', 'MySQL', 'Perl', 'Open source']"
Devops Engineer,5-9 Yrs ,Not disclosed ,,"Supports the build, test, deployment and operation of the application, helps break down...","['Software testing', 'continuous integration', 'Assurance', 'Software design', 'Automation testing', 'Investigation', 'test driven development', 'Customer engagement']"
Kubernetics DevOps Engineer,3-8 Yrs ,Not disclosed ,,. BE / B Tech / Diploma/ MCA Preferred Skills : . Minimum 2+ years 3+ years of experie...,"['PDF', 'Linux', 'Networking', 'devops', 'PAAS', 'Test engineering', 'Python', 'Engineering']"
DevOps Engineer,4-8 Yrs ,Not disclosed ,,"Job Summary . As part of the Platform DevOps Team at NCPL, youll have the opportunity t...","['Computer science', 'Maven', 'GIT', 'MySQL', 'Javascript', 'Agile', 'Teradata', 'Open source']"
Junior DevOps Engineer,4-6 Yrs ,Not disclosed ,,"This individual should be super organized, show initiative, and work well in a team env...","['Cloud computing', 'Automation', 'Event management', 'Consulting', 'MySQL', 'HTML', 'Oracle', 'SCM']"
DevOps Engineer,10-12 Yrs ,Not disclosed ,,10+ years of experience relevant to this role . 4+ years of experience with configurati...,"['Automation', 'Change management', 'Version control', 'GIT', 'Time management', 'Configuration management', 'Agile', 'Manager Technology']"
Devops Engineer,4-9 Yrs ,15-20 Lacs PA ,,"As a DevOps Engineer at LIC, you will be a key player in ensuring the smooth and effici...","['Cross Functional Coordination', 'CI/CD pipelines', 'Devops Tools', 'Azure Devops', 'Devops Automation', 'Aws Cloudformation', 'Aws Security', 'Cloud Applications']"
Senior Software DevOps Engineer,4-8 Yrs ,Not disclosed ,,. Cross training team members on new technologies and designs. Key skill set required: ...,"['Unix', 'Automation', 'Linux', 'devops', 'Cloud', 'Infrastructure', 'Healthcare', 'Windows']"
DevOps Engineer,4-9 Yrs ,Not disclosed ,,"Very good interpersonal, analytical, problem-solving, written verbal communication skil...","['Jenkins', 'Azure', 'Git', 'Open Source', 'Linux', 'Devops Engineer', 'Ci / Cd Pipelines', 'Python']"
Devops Engineer,3-8 Yrs ,Not disclosed ,,Develops and maintains appropriate data management systems and stores relevant data (e....,"['Training', 'Data management', 'Management systems', 'Database management', 'Siemens', 'Data processing', 'Research', 'Management']"
Devops Engineer,4-8 Yrs ,Not disclosed ,,Bachelor s Degree in Engineering or related field in Computer Science or Electronics At...,"['Computer science', 'Automation', 'C++', 'Usage', 'GIT', 'automotive electronics', 'SEZ', 'Power electronics']"
Microsoft Azure DevOps Application Developer,3-4 Yrs ,Not disclosed ,,Must Have Skills : Good To Have Skills : Job Requirements : . Key Responsibilities : A:...,"['continuous integration', 'Version control', 'GIT', 'microsoft azure', 'Release management', 'PCF', 'Application Developer', 'Google Cloud Platform']"
Opening For Senior Devops with Confluent Kafka Developer,5-10 Yrs ,10-20 Lacs PA ,,"Experience installing, configuring, deploying, and maintaining cloud-based servers and ...","['Kafka', 'Azure Devops', 'Python', 'Devops', 'Senior', 'Confluent', 'Development', 'Microsoft Azure']"
DevOps Developer,3-8 Yrs ,Not disclosed ,,"Good understanding of Docker, Kubernetes, OpenShift Container Platform, Helm Charts, Li...","['Java J2EE', 'Core Java', 'MicroServices Architecture', 'Restful API', 'Ant', 'Unit Tests', 'Kafka', 'JSON']"
AWS DevOps Engineer / Lead Engineer,4-7 Yrs ,Not disclosed ,,We are looking out for a talented Senior DevOps Engineer to join our growing team ...,"['Computer science', 'Cloud computing', 'Automation', 'Product engineering', 'Configuration management', 'DNS', 'Healthcare', 'Load balancing']"
Aws Devops Engineer,5-9 Yrs ,18-25 Lacs PA ,,"Experience with RDBMS (MySQL, Oracle or Redshift. )Experience with automating, managing...","['Terraform', 'Python', 'Aws Cloudformation', 'Amazon Ec2', 'Redshift Db', 'Amazon Cloudwatch', 'SQL Server', 'Grafana']"
AWS DevOps Engineer,5-10 Yrs ,Not disclosed ,,. Good Tohave: . AWSCertified DevOps Engineer Professional Requirements . 3+years of ha...,"['Performance tuning', 'Oracle SQL', 'Coding', 'XML', 'Consulting', 'Healthcare', 'JSON', 'AWS']"
Aws Devops Engineer,7-9 Yrs ,20-25 Lacs PA ,,Relevant Experience : 7 Years . Mode of Work: Hybrid . NP: Only Immediate Joiners Exper...,"['Oauth', 'SAML', 'aws', 'Devops', 'Python', 'Terraform', 'Docker', 'Gitlab']"
Senior DevOps Architect,10-14 Yrs ,Not disclosed ,,". Proficient in AWS policies, file storage mechanisms, security groups and leveraging c...","['Automation', 'Costing', 'Social media', 'devops', 'Infrastructure', 'Troubleshooting', 'AWS', 'Monitoring']"
Senior DevOps Architect,3-6 Yrs ,Not disclosed ,,"Requirements . Proficient in AWS policies, file storage mechanisms, security groups and...","['Automation', 'Costing', 'Social media', 'devops', 'Infrastructure', 'Troubleshooting', 'AWS', 'Monitoring']"
Senior DevOps Architect,2-2 Yrs ,Not disclosed ,,". Proficient in AWS policies, file storage mechanisms, security groups and leveraging c...","['Automation', 'Costing', 'Social media', 'devops', 'Infrastructure', 'Troubleshooting', 'AWS', 'Monitoring']"
AWS Devops Engineer (Infosys),2-7 Yrs ,Not disclosed ,,"Experience with Docker, Kubernetes, OpenShift . Scripting experience preferred includin...","['Networking', 'Linux', 'Powershell', 'Antivirus', 'Windows', 'Technology solutions', 'Load balancing', 'Ruby']"
AWS DevOps Engineer,4-7 Yrs ,Not disclosed ,,Experience of SIEM Administration including the capture and processing of logs and proc...,"['Automation', 'Networking', 'devops', 'Cloud', 'SIEM', 'Manager Technology', 'Javascript', 'Infrastructure']"
AWS and DevOps Engineer Cyber Security,3-5 Yrs ,Not disclosed ,,AWS DevOps Engineer - CyberSecurityLocation: BangaloreExperience : 3 to 5 YearsEducatio...,"['GIT', 'Version control', 'cyber security', 'Powershell', 'Disaster recovery', 'HIPAA', 'Network security', 'Agile']"
AWS Devops Engineer,3-5 Yrs ,Not disclosed ,,"BE/Btech/MCA Job duties and responsibilities: Design, implement, and manage i...","['Compliance', 'Access management', 'devops', 'Disaster recovery', 'Network security', 'jenkins', 'Troubleshooting', 'Monitoring']"
AWS DevOps Engineer,3-8 Yrs ,Not disclosed ,,They should have a strong understanding of CI / CD practices and a good understanding o...,"['Automation testing', 'Selenium', 'Client interfacing', 'AWS Devops', 'Devops', 'Client', 'Software testing', 'Integration']"
AWS DevOps Engineer,3-8 Yrs ,Not disclosed ,,They should have a strong understanding of CI / CD practices and a good understanding o...,"['cloud', 'automation', 'devops', 'testing', 'AWS', 'Software testing', 'AWS Devops']"
AWS DevOps Engineer,3-8 Yrs ,Not disclosed ,,They should have a strong understanding of CI / CD practices and a good understanding o...,"['cloud', 'automation', 'devops', 'testing', 'AWS', 'AWS Devops', 'Software testing']"
AWS DevOps Engineer,2-7 Yrs ,Not disclosed ,,Experience in code development in at least one high-level programming language.Knowledg...,"['devops', 'AWS', 'professional', 'AWS Devops']"
AWS DevOps Engineer,2-6 Yrs ,Not disclosed ,,"Qualification . . Bachelors in Computer Science, B.tech AWS certified developer or AWS ...","['Cloud computing', 'Redhat', 'continuous integration', 'Automation', 'Cloud Applications', 'Coding', 'devops', 'AWS']"
AWS DevOps Engineer,2-7 Yrs ,Not disclosed ,,"Over two years of experience in provisioning, operations, and management of AWS environ...","['devops', 'Programming', 'Management', 'AWS', 'System administration', 'Administration', 'Program', 'System']"
DevOps Engineer-AWS,3-5 Yrs ,Not disclosed ,,Hands-on experience building and maintaining modern Infrastructure and Backend Services...,"['Administration', 'Backend', 'Linux', 'Networking', 'Architecture', 'MySQL', 'Programming', 'Distribution system']"
Senior Devops Specialist,8-13 Yrs ,Not disclosed ,,"BTech CS-IT) / BCA, Certification in either Azure, AWS or GCP, etc, Experience With Lin...","['Telecom', 'Linux', 'Shell scripting', 'Javascript', 'Agile', 'PHP', 'Business intelligence', 'microsoft']"
DevOps Engineer -,3-8 Yrs ,Not disclosed ,,Good to have experience in Chef or puppet,"['BPO', 'Automation', 'Payroll', 'GIT', 'Staffing', 'devops', 'jenkins', 'Gap analysis']"
DEVOPS ENGINEER,3-6 Yrs ,Not disclosed ,,Experience in developing and maintaining CI / CD process for applications by accessing ...,"['Linux', 'LDAP', 'GCP', 'Configuration management', 'devops', 'Apache', 'IPS', 'AWS']"
Devops engineer,5-9 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['devops', 'Cloud', 'Banking', 'Management']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,Experience: 5+ years Skills Required: Extensive understanding of DevOps archit...,"['GIT', 'nginx', 'Architecture', 'Django', 'devops', 'jenkins', 'SVN', 'AWS']"
Senior DevOps Engineer,5-7 Yrs ,Not disclosed ,,". Good hands on experience of production workload in any Cloud (AWS, Azure, GCP) . Good...","['Version control', 'Linux', 'Architecture', 'GCP', 'devops', 'Control system', 'Configuration management', 'Consulting']"
Senior Cloud DevOps Engineer,3-6 Yrs ,Not disclosed ,,We are looking for a Senior Cloud DevOps Engineer to contribute to our build of a hybri...,"['Cloud', 'Jenkins', 'Azure', 'Kubernetes Engine', 'Github', 'RedHat OpenShift', 'AWS', 'Jira']"
DevOps Engineer,4-7 Yrs ,Not disclosed ,,Experience of coaching and mentoring software engineers for technical and professional ...,"['Computer science', 'continuous integration', 'Operational excellence', 'Configuration management', 'Postgresql', 'Programming', 'splunk', 'Windows']"
IaC DevOps/Cloud Native Engineer,3-8 Yrs ,Not disclosed ,,Preferred Qualifications . . . . . . . . . . . . . . . . Terraform Dev,"['GIT', 'devops', 'Cloud', 'jenkins', 'iac', 'cloud native', 'native']"
Senior DevOps Engineer,3-6 Yrs ,Not disclosed ,,"Create and maintain command line and web/rest applications (design, document, deve...","['Change management', 'Automation', 'Operational excellence', 'Healthcare', 'Business continuity', 'Security operations', 'Operations', 'Technical support']"
Devops Site Reliability Engineer,5-9 Yrs ,Not disclosed ,,"Responsibilities:- Ensure the scalability, performance, and resilience of our suite of...","['Linux', 'Docker', 'Python scripting', 'Ci/Cd', 'Kubernetes', 'Python', 'Cd', 'Cd']"
Senior DevOps Engineer,3-7 Yrs ,Not disclosed ,,with a track record of building scalable and maintainable applications andminimum 2 yea...,"['Cloud computing', 'Automation', 'Cloud Services', 'devops', 'ITSM', 'Siemens', 'microsoft azure', 'HTML']"
Senior DevOps Engineer,5-8 Yrs ,Not disclosed ,,"Define, implement, deploy and maintain development, staging & production environments...","['Capacity management', 'Automation', 'DTS', 'GIT', 'devops', 'PAAS', 'Consulting', 'Agile']"
Senior Cloud DevOps Engineer,3-6 Yrs ,Not disclosed ,,Bachelor s degree in Computer Science / Engineering or equivalent work experience in in...,"['Product management', 'Automation', 'Managed services', 'Healthcare', 'Troubleshooting', 'Information technology', 'Monitoring', 'Firewall']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,. 2+ years of experience as a DevOps and cloud Engineering with AWSExperience in workin...,"['Jenkins', 'Configuration Management', 'Docker', 'Ansible', 'Devops Engineer', 'Ci / Cd', 'Aws', 'Unix Administration']"
"Senior Specialist, Software Engineer (DevOps)",4-8 Yrs ,Not disclosed ,,"Experience in working with Amazon Web Services technologies such as EC2, S3, Redshift, ...","['Automation', 'Direct marketing', 'Fault management', 'Project management', 'Analytical', 'Configuration management', 'Debugging', 'Healthcare']"
Azure DevOps Engineer/Consultant,3-6 Yrs ,Not disclosed ,,"Knowledge of setting up and managing build server infrastructure is required (Maven, To...","['IT services', 'SAN', 'Automation', 'Linux', 'Project management', 'SMS', 'Windows', 'microsoft']"
Senior Developer -AWS DevOps,5-10 Yrs ,Not disclosed ,,. Well verse and experience implementing CI / CD tools and frameworks including Jenkins...,"['Unix', 'IT services', 'Automation', 'Data migration', 'Business transformation', 'Networking', 'Agile', 'Dms']"
Devops Consultant,4-9 Yrs ,Not disclosed ,,Must have 8 years of experience in Cloud Infrastructure engineering / Systems Engineeri...,"['Ansible', 'Jenkins', 'Terraform', 'Devops Automation', 'Devops', 'Consulting', 'Automation']"
Application Consultant: DevOps,3-7 Yrs ,Not disclosed ,,Required Technical and Professional Expertise . Extensive experience building and confi...,"['Networking', 'devops', 'application performance management', 'Performance testing', 'DataDog', 'Performance management', 'Management', 'Software testing']"
Application Consultant: DevOps,2-5 Yrs ,Not disclosed ,,Required Technical and Professional Expertise . Extensive experience building and confi...,"['DevOps', 'Redhat', 'Networking', 'application performance management', 'Performance testing', 'application architecture', 'Reporting tools', 'APM solution']"
Senior Consultant - DevOps,5-10 Yrs ,Not disclosed ,,Deep understanding of cloud and cloud native principles and practicesHands-on experienc...,"['Python', 'Xen', 'Nginx', 'Tomcat', 'LVM', 'KVM', 'ELK', 'Chef']"
Devops Support Engineer,5-10 Yrs ,Not disclosed ,,For L1 Roles DevOps engineer with Azure cloud & AKS(Azure Kubernetes Services) exp. For...,"['Azure', 'AKS', 'Devops', 'Production Support', 'Kubernetes', 'Production', 'Microsoft Azure']"
"Sr DevOps Engineer (Azure, Mulesoft)",5-7 Yrs ,Not disclosed ,,"As a Senior DevOps Engineer, you will play a crucial role in designing, building, an...","['Maven', 'Automation', 'Linux', 'Project management', 'devops', 'HIPAA', 'Healthcare', 'Issue resolution']"
"Sr DevOps Engineer (Azure, Mulesoft)",5-7 Yrs ,Not disclosed ,,"As a Senior DevOps Engineer, you will play a crucial role in designing, building, and...","['Maven', 'Automation', 'Linux', 'Project management', 'devops', 'HIPAA', 'Healthcare', 'Issue resolution']"
Senior DevOps Engineer,5-8 Yrs ,Not disclosed ,,Building ideas to shift conversations from outage / retro or symptom / prevention to pr...,"['Process automation', 'Windows OS', 'Linux', 'devops', 'Shell scripting', 'DNS', 'Agile', 'HTTP']"
Devops Engineer,3-6 Yrs ,Not disclosed ,,Devops EngineerNumber of Openings - 3Position Overview:We are seeking a talented and e...,"['infrastructure', 'Deployment', 'control system', 'Jenkins', 'Docker', 'Linux', 'GCP', 'Ansible']"
Senior DevOps Engineer,3-4 Yrs ,Not disclosed ,,Must have awareness on critical concepts in DevOps and Agile Methodology principles wit...,"['Automation', 'Linux', 'Troubleshooting', 'Open source', 'Python', 'Jenkins', 'GIT', 'Coding']"
Senior Devops Engineer,3-5 Yrs ,Not disclosed ,,BE/ B.tech/ MCA/ M.tech . 3+ years of relevant experience in DevopsExperience in build...,"['Maven', 'Linux', 'Diagnostics', 'Financial inclusion', 'devops', 'Deployment', 'Management', 'AWS']"
Senior Devops Engineer,3-8 Yrs ,Not disclosed ,,"Role & responsibilities Spearhead the design, implementation, and management of CI/CD ...","['Terraform', 'Ansible', 'jenkins', 'Senior', 'Devops']"
Senior DevOps Engineer,7-10 Yrs ,Not disclosed ,,A successful candidate will have a strong background in both traditional DevOps relea...,"['Computer science', 'Automation', 'orchestration', 'Linux', 'Networking', 'Configuration management', 'Agile', 'Information technology']"
Sr. DevOps Engineer - Ahmedabad,3-6 Yrs ,4.75-9.5 Lacs PA ,,Role of the Job : Discuss and clarify clients Infrastructure & CI/CD RequirementIntegr...,"['devops', 'python', 'git', 'sonarqube', 'jenkins', 'terraform', 'aws', 'ansible']"
Devops Engineer,3-6 Yrs ,Not disclosed ,,"Your expertise in Azure, CI / CD, Jenkins, Ansible, system administration, shell script...","['Azure', 'Shell Scripting', 'Ansible', 'Devops', 'Kubernetes', 'GIT', 'Ci/Cd', 'AWS']"
Azure Devops Engineer,1-4 Yrs ,3-7 Lacs PA ,,"The ideal Azure DevOps Engineer should have strong technical skills in Microsoft Azure,...","['Azure Devops', 'Azure Pipelines', 'devops', 'Cicd Pipeline', 'Javascript', 'Arm Templates', 'CI/Cd', 'Template']"
Devops Engineer,0-3 Yrs ,7-8.5 Lacs PA ,,Role & responsibilities - Optimize existing Kubernetes clusters for better performance...,"['Shell Scripting', 'Cicd Pipeline', 'Load Balancing', 'Kubernetes', 'Reverse Proxy', 'Helm', 'Ngnix', 'Cd']"
DevOps Engineer,2-4 Yrs ,5-10 Lacs PA ,,"Job Summary How can you help? To be successful in this role, you must have strong troub...","['Jenkins', 'AWS', 'docker', 'Kubernetes', 'azure', 'Linux', 'Terraform', 'Bash Scripting']"
Devops Engineer,5-10 Yrs ,Not disclosed ,,Deep knowledge of kubernetes is a must - AWS k8s a significant plusMultiple years of ex...,"['Devops', 'Linux', 'DNS', 'Big Data', 'Kafka', 'Ci/Cd', 'AWS', 'Kubernates']"
