profile,job_title,experience,salary,location,job_description,tech_stack
DO,Cloud Engineer Terraform DevOps,,Not disclosed ,,Minimum: Google Associate Cloud Engineer . Alternate: Google Professional Cloud Archite...,"['cloud security', 'Linux', 'Access management', 'devops', 'PAAS', 'DNS', 'Application development', 'Windows']"
DO,Devops & Linux Engineer,,Not disclosed ,,"Required Skills ? Hands on experience in Shell Scripting, Python, Power Shell,...","['Basic', 'Windows OS', 'Version control', 'GIT', 'Linux', 'Powershell', 'Configuration management', 'devops']"
DO,DevOps Engineer,,Not disclosed ,,Proven experience as a Full Stack Developer or similar roleExperience developing end to...,"['jQuery', 'Front end', 'XML', 'MySQL', 'product life cycle', 'PHP', 'HTML', 'Agile methodology']"
DO,Devops/Development Engineer,,Not disclosed ,,Position : 1 Experience: 3 On rolls of: CC / Ciborne (Perm or Contract) Location: Banga...,"['Unix', 'com', 'Automation', 'Policies', 'configuration', 'Chef', 'Tools', 'Tuning']"
DO,DevOps/Site Reliability Engineer,,Not disclosed ,,Candidate should possess extensive experience in administration including system admini...,"['Diagnostics', 'Debugging', 'Incident management', 'Troubleshooting', 'Oracle', 'microsoft', 'Information technology', 'Monitoring']"
DO,Senior DevOps Engineer - AWS,,Not disclosed ,,Education qualification: BE /B Tech / MCA / MSc / M Tech. 5-8 years of experience in De...,"['Devops', 'Cloud', 'AWS', 'S3', 'Github', 'Cloud Infrastructure', 'Jenkins', 'Cloud Computing']"
DO,Sr. DevOps Engineer - AWS with Java Development,,Not disclosed ,,Candidate should be willing to work in rotational shifts. . Its for Hybrid modeWhile wo...,"['Java', 'DevOps', 'DevOps Developer', 'AWS', 'Golang', 'Harshicorp', 'Prometheus', 'Grafana']"
DO,AWS DevOps Engineer | 6 To 9 Years | Pan India location,,Not disclosed ,,"Title- AWS DevOps Engineer Cloud (AWS, AZURE, DevOps, Infra etc.) Generic AWS DevOps pr...","['AZURE', 'DevOps', 'Level 2 technical support', 'Infra', 'AWS', 'Microsoft Azure', 'Technical support', 'AWS Devops']"
DO,DevOps Lead,,Not disclosed ,,Bachelors degree in Computer Science or equivalent . 4+ Years of Azure DevOps Experienc...,"['Telecom', 'Automation', 'Development Manager', 'Configuration management', 'Healthcare', 'Perl', 'Troubleshooting', 'Unix shell scripting']"
DO,Python/CI-CD DevOps Lead,,Not disclosed ,,Skills Required . Linux Administration Good communication skills Working experience on ...,"['Python/CI-CD DevOps Lead', 'ci/cd', 'python', 'devops']"
DO,Microsoft Azure DevOps Application Lead,,Not disclosed ,,"Work Experience : 6-8 years Professional Attributes : Good Communication skills, leader...","['continuous integration', 'Version control', 'GIT', 'microsoft azure', 'Release management', 'linux system administration', 'kubernetes', 'team handling']"
DO,DevOps For SAP Application Lead,,Not disclosed ,,Professional Attributes : 12+ years of SAP technical or functional experience with atle...,"['devops', 'Presales', 'SAP application', 'build', 'devsecops', 'li', 'sales', 'Lis']"
DO,Azure Devops Engineer YAML,,11-16 Lacs PA ,,Azure DevOps EngineerLocation: BangaloreShift: EMEA Shift (12pm to 9pm)RoleAs a DevOps...,"['Azure Pipelines', 'Azure Devops', 'Yaml', 'Azure Infrastructure', 'Powershell', 'on primise', 'Azure Automation', 'Cloud Infrastructure']"
DO,Security DevOps Engineer,,18-22.5 Lacs PA ,,Experience with intrusion detection solutions and web application firewallsCybersecurit...,"['Security DevOps', 'DevSecOps', 'IT Security', 'Security', 'Devops']"
DO,DevOps/Kubernetes Engineers,,Not disclosed ,,Kubernetes Application Developer Cloud Computing (AWS & Azure) Python scripting ...,"['Cloud computing', 'HP data protector', 'ECS', 'Access management', 'devops', 'Infrastructure', 'Deployment', 'AWS']"
DO,DevOps Engineer,,Not disclosed ,,Kubernetes Application Developer Cloud Computing (AWS & Azure) Python scripting ...,"['Cloud computing', 'ECS', 'devops', 'Infrastructure', 'Deployment', 'AWS', 'Python', 'Scripting']"
DO,DevOps Engineer,,Not disclosed ,,Bachelor s Degree or equivalent experienceRequired Skills: . . 3 years working in Linu...,"['Automation', 'Networking', 'Linux', 'Staffing', 'Configuration management', 'Shell scripting', 'DNS', 'Operations']"
DO,Azure DevOps Engineer,,Not disclosed ,,Should have experience in developing modern CICD solutions for Business Web Application...,"['Computer science', 'Automation', 'Configuration management', 'Employee engagement', 'Agile', 'Application development', 'Windows', 'Open source']"
DO,Devops Engineer,,Not disclosed ,,". Should have good knowledge of deployments on Java stack (understand JVM tuning, GC tu...","['Automation Tools', 'Java', 'Nosql', 'Kafka', 'Devops Engineer', 'Redis', 'Aws', 'Automation']"
DO,DevOps Engineer,,Not disclosed ,,"As a DevOps Engineer, you will be responsible for managing and optimizing the company...","['IT services', 'Linux system administration', 'Linux', 'development testing', 'Configuration management', 'devops', 'Management', 'Troubleshooting']"
DO,Azure GCP Devops Engineer,,Not disclosed ,,ITIL certification is a plusTier 3 Engineer attempt to duplicate problems and define ro...,"['ITIL certified', 'IT infrastructure support', 'Automation', 'GCP', 'Configuration management', 'Software development life cycle', 'Deployment', 'Information technology']"
DO,Azure Devops Engineer,,Not disclosed ,,Bachelors degree or higher with 8 to 12 years of experience in the IT / Software Servic...,"['orchestration', 'nginx', 'Powershell', 'Postgresql', 'MySQL', 'Monitoring', 'Software services', 'SQL']"
DO,Azure DevOps Engineer,,Not disclosed ,,Bachelor s degree or higher with 8 to 12 years of experience in the IT / Software Servi...,"['Maven', 'GIT', 'orchestration', 'Powershell', 'Postgresql', 'MySQL', 'Monitoring', 'Software services']"
DO,DevOps Engineer,,Not disclosed ,,. Should have experience in writing and deploying helm charts in Kubernetes Should have...,"['GIT', 'Monitoring tools', 'devops', 'jenkins', 'Deployment', 'Tools', 'Monitoring']"
DO,DevOps Engineer,,Not disclosed ,,"Work as part of a team responsible to manage, automate and secure our Production Serv...","['Automation', 'Change management', 'GIT', 'NoSQL', 'Linux', 'Access management', 'devops', 'MySQL']"
DO,DevOps Engineer,,Not disclosed ,,"- Application DevOps Engineer . CICD pipeline- Using any CI tools like Jenkins, Azure D...","['github', 'Powershell', 'Configuration management', 'devops', 'Cloud', 'Infrastructure', 'Windows', 'AWS']"
DO,DevOps Engineer,,Not disclosed ,,. Technical skills . DevOps skills and experience .,"['Automation', 'GIT', 'devops', 'Integration testing', 'Cloud', 'Infrastructure', 'Deployment', 'delivery operations']"
DO,DevOps Engineer,,Not disclosed ,,AWS would be preferred. Good understanding of Linux systems and their operations for we...,"['Team management', 'Postgresql', 'MySQL', 'Shell scripting', 'Javascript', 'DNS', 'Troubleshooting', 'Ruby']"
DO,DevOps Engineer,,Not disclosed ,,Experience working on a 24x7 cloud or SaaS operation teamCommerce company . experience,"['Linux', 'SAAS', 'devops', 'Cloud', 'jenkins', 'E-commerce', 'AWS', 'Python']"
DO,DevOps Engineer,,Not disclosed ,,"Linux DB (MySQL, Redis, Cassandra, Mongo, ES etc) installation and configuration of ...","['GIT', 'orchestration', 'Linux', 'devops', 'MySQL', 'Cloud', 'jenkins', 'openstack']"
DO,DevOps Engineer,,Not disclosed ,,Key qualifications include: . Bachelors degree in Computer Science or a related fieldEx...,"['Computer science', 'Application deployment', 'continuous integration', 'devops', 'Focus', 'jenkins', 'Infrastructure', 'Manager Technology']"
DO,DevOps Engineer,,Not disclosed ,,"Exp in Azure DevOps pipeline experience . Provisioning PaaS, SaaS, and virtual machines...","['Technical Architect', 'PAAS', 'devops', 'SAAS', 'Cloud', 'Deployment', 'Management', 'Architecture']"
DO,Devops Engineer,,Not disclosed ,,Proficient in at least one programming languageRequired Experience: . Minimum 6 years o...,"['continuous integration', 'Automation', 'GIT', 'orchestration', 'ISO', 'HIPAA', 'Application security', 'Ruby']"
DO,Devops Engineer,,Not disclosed ,,"Experience with web application security (SSL) . Preferred experience with Docker, conf...","['Version control', 'Linux', 'Configuration management', 'Subversion', 'Debugging', 'Apache', 'SCM', 'SSL']"
DO,DevOps Engineer with PHP,,Not disclosed ,,As a DevOps Engineer you will be working with developers and responsible to release th...,"['nginx', 'Business Analyst', 'Software development', 'Time management', 'Accounting', 'devops', 'MySQL', 'Infrastructure']"
DO,DevOps Engineer,,Not disclosed ,,#NAME?,"['orchestration', 'HR Executive', 'Linux', 'GCP', 'devops', 'Shell scripting', 'Cloud', 'Workflow']"
DO,Lead Devops Engineer,,Not disclosed ,,Should be having end to end knowledge on AWS Services . Requirements: . Must have good ...,"['GIT', 'Staffing', 'devops', 'IT infrastructure', 'Automation tools', 'Investigation', 'Manager Quality Control', 'Release management']"
DO,DevOps Engineer,,Not disclosed ,,"Knowledge and experience working with HTTP-based APIs such as the AWS API, GitHub API, ...","['Administration', 'github', 'Usage', 'Staffing', 'devops', 'Software development life cycle', 'jenkins', 'HTTP']"
DO,DevOps Engineer,,Not disclosed ,,"Must have experience in deploying, releasing, and managing production systems . Experie...","['Production management', 'Networking', 'Staffing', 'devops', 'Cloud', 'Infrastructure', 'Deployment', 'AWS']"
DO,DevOps Engineer,,Not disclosed ,,"Must have: Real world experience with container deployment, orchestration and managemen...","['Automation', 'orchestration', 'NoSQL', 'Linux', 'Staffing', 'Agile', 'Windows', 'SCM']"
DO,DevOps Engineer,,Not disclosed ,,. DevOps engineer with 5 years of experience . .,"['github', 'GIT', 'Staffing', 'devops', 'Chef', 'Shell scripting', 'Cloud', 'SCM']"
DO,DevOps Engineer,,Not disclosed ,,Experience working with cloud providers (AWS or GCP preferred)Experience with CI tools ...,"['GIT', 'Linux', 'Staffing', 'IT security', 'devops', 'Analytical', 'Cloud', 'Javascript']"
DO,Software Engineer - DevOps,,Not disclosed ,,Minimum 8+ years of experience on DevOps or equivalent . . Strong experience in Python ...,"['Performance tuning', 'Automation', 'Linux', 'devops', 'Information security', 'Configuration management', 'Application development', 'Application security']"
DO,Lead DevOps Engineer,,Not disclosed ,,Azure certifications preferredAt least 7+ years of experience in the field of cloud com...,"['Analytical skills', 'Cloud computing', 'Automation', 'GIT', 'Linux', 'devops', 'Troubleshooting', 'Firewall']"
DO,Azure Devops Engineer,,Not disclosed ,,Candidate should have good Platform experience on Azure with TerraformHe should have ex...,"['Application deployment', 'Networking', 'Powershell', 'devops', 'Cloud', 'Infrastructure', 'Load balancing', 'VMS']"
DO,DevOps Engineer For VNI CVS,,Not disclosed ,,"Experience with Continuous Integration / Continuous Delivery (CICD), DevOps, System Adm...","['Process automation', 'CVS', 'Powershell', 'Agile', 'Application development', 'Troubleshooting', 'Apache', 'System administration']"
DO,Azure Devops Engineer,,Not disclosed ,,Must Have Skills Set: . Very good communication skillsGood experience in - Building CI ...,"['IT services', 'Service delivery', 'Automation', 'devops', 'Cloud', 'Active directory', 'Agile', 'Customer experience']"
DO,Azure Devops Engineer,,Not disclosed ,,Must Have Skills Set: . Very good communication skillsGood experience in - Building CI ...,"['IT services', 'Service delivery', 'Automation', 'devops', 'Cloud', 'Active directory', 'Agile', 'Customer experience']"
DO,DevOps Engineer,,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['Manager Quality Assurance', 'devops', 'Conceptualization', 'Workflow', 'Quality management', 'Assurance', 'Quality', 'Quality assurance']"
DO,Devops Engineer,,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['Manager Quality Assurance', 'devops', 'Conceptualization', 'Workflow', 'Quality management', 'Management', 'Quality', 'Quality assurance']"
DO,Devops Engineer,,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['Manager Quality Assurance', 'devops', 'Conceptualization', 'Workflow', 'Management', 'Quality management', 'Quality assurance', 'Quality']"
DO,Salesforce DevOps Engineer,,Not disclosed ,,Experience in working with SFDX Circle CI is MustMaintain a cutting-edge understanding ...,"['QA', 'continuous integration', 'metadata', 'GIT', 'Configuration management', 'Automation tools', 'jenkins', 'Management']"
DO,Devops Engineer,5-9 Yrs ,5-10 Lacs PA ,,"Involved in Branching, Tagging and Merging of code delivery at required releases","['build and monitor', 'automation', 'customer success', 'cloud infrastructure', 'Customer focus', 'Infrastructure', 'Build', 'Cloud']"
DO,Senior Associate - DevOps Engineer,,Not disclosed ,,Skill Required: Proven experience as a DevOps Engineer with a focus on IaC and AWS CDK....,"['Aws Devops', 'Typescript', 'CDK', 'Aws Cloudformation', 'Terraform', 'Ansible', 'Amazon Cloudwatch', 'Prometheus']"
DO,DevOps/Web Server Engineer,,Not disclosed ,,We are looking for 4+ years experienced candidate specially in Apache Web Server. Educa...,"['Apache Web Server', 'Web technologies', 'Serv', 'Web server', 'Apache', 'Devops', 'Server']"
DO,Sr DevOps Engineer,,Not disclosed ,,Sr. DevOps Engineer with Architecuture & Programming experience for the Environment M...,"['Automation', 'Linux', 'Coding', 'Agile', 'Customer service', 'Troubleshooting', 'JIRA', 'Virtualization']"
DO,Sr DevOps Engineer,,Not disclosed ,,Individual must be able to assess incomplete/ malformed design requirements and develop...,"['Process engineering', 'devops', 'OEM', 'Routing', 'Deployment', 'Monitoring', 'SR', 'Process']"
DO,Senior AWS DevOps Engineer,,Not disclosed ,,"Bachelors degree in Computer Science, Engineering, or related field (or equivalent expe...","['Computer science', 'Automation testing', 'Manager Quality Assurance', 'GIT', 'Version control', 'Networking', 'devops', 'Infrastructure']"
DO,"Senior Manager, Principal DevOps Engineer AWS Architect",,Not disclosed ,,"IT CORE Services provides critical IT services to the entire BMS Enterprise, includin...","['IT services', 'Automation', 'Networking', 'Hematology', 'Cardiovascular', 'Pharma', 'Analytical', 'Clinical trials']"
DO,Aws Devops Engineer || Immediate Joiner,,Not disclosed ,,"Microservices Architecture: Experience designing, deploying and maintaining microservic...","['Devops Automation', 'Jenkins', 'Aws Devops', 'Terraform', 'Docker', 'Github', 'Ansible', 'Devops']"
DO,Staff Engineer - DevOps (AWS Lambda),,Not disclosed ,,REQUIREMENTS: . A senior / experienced candidate who should have good understanding of ...,"['Cloud Trail', 'Aws Lambda', 'IAM', 'Cloud', 'AWS', 'Lambda Expressions', 'Devops']"
DO,Senior Engineer - DevOps and AWS,,Not disclosed ,,"Performance tune and triage, fix, and remediate customer environment, application and ....","['DevOps', 'web servers', 'python', 'access brokers', 'Go', 'Perl', 'ansible', 'nosql']"
DO,Senior DevOps Engineer,,Not disclosed ,,"Experience managing and deploying Infrastructure as Code, using tools like Terraform He...","['DevOps', 'Jenkins', 'Maven', 'software development', 'Git', 'Shell Scripting', 'Ant', 'Ansible']"
DO,Devops Engineer,,Not disclosed ,,"Role Profile In this role, you'll be joining our CRM, External Digital and Marketing t...","['Apex', 'Devops', 'Copado', 'Salesforce']"
DO,Senior Devops Engineer,,Not disclosed ,,The Role: This role will have special focus on promoting DevOps model ...,"['Unix', 'Maven', 'Automation', 'Linux', 'Coding', 'Configuration management', 'Shell scripting', 'J2Ee']"
DO,Senior DevOps Engineer - Azure,,Not disclosed ,,"Experience in building, deploying and monitoring Azure services with strong IaaS and Pa...","['Azure Infrastructure', 'Azure DB', 'Azure Devops', 'Azure Pipelines', 'Azure Public Cloud', 'Redis Cache', 'Powershell Scripting', 'SQL']"
DO,Devops Developer @ LnT,,Not disclosed ,,"Basic knowledge or interest about apps support procedures, concepts and of other techni...","['Azure Devops', 'devops', 'Ci/Cd', 'Microsoft Azure', 'Cd', 'Cd', 'Development', 'Continuous Integration']"
DO,AWS Devops Engineer / Software Developer,,Not disclosed ,,Skill sets - Must have: Deep understanding and experience in: Linux operating systems &...,"['AWS', 'Kafka', 'DynamoDB', 'SQL', 'Docker', 'Terraform', 'SQS', 'design patterns']"
DO,Application Developer in DevOps mode,,Not disclosed ,,Role & responsibilities Proficient in .NET and Sharepoint in scale of Senior Developer...,"['application support', '.net', 'Safe Agilist', 'devops', 'Safe', 'Application', 'Development']"
DO,Urgent Opening For Senior AWS DevOps Engineer (Remote),,15-22.5 Lacs PA ,,". Must have Skills -AWS DevOps, DevOps, AWS Glue, DBT, MSK, AWS, DevOps, Data migration...","['AWS Devops Engineer', 'Data migration', 'Terraform', 'MSK', 'Aws Infrastructure', 'DBT', 'SDK', 'Aws Glue']"
DO,Azure Devops Engineer,,Not disclosed ,,Solid understanding of IaC (Terraform) concepts and working experience in Terraform scr...,"['Azure Cloud', 'Azure Devops', 'Terraform', 'Microsoft Azure', 'Cloud', 'Devops']"
DO,Lead / Senior Lead Devops Engineer,,Not disclosed ,,Experience: 6+ years of work experience. Qualification: B Tech / BE / BCA / Masters . R...,"['Openshift', 'Azure', 'Docker', 'Microservices Architecture', 'Devops', 'AWS', 'Kubernetes', 'Senior']"
DO,"DevOps Engineer - C#, Powershell, Python",,Not disclosed ,,Experience as a DevOps Engineer or similar software engineering role . Proficient with ...,"['Root cause analysis', 'Backend', 'GIT', 'Powershell', 'devops', 'Healthcare', 'System troubleshooting', 'Customer experience']"
DO,Sr. Software Engineer- Devops,,1-1.25 Lacs PA ,,You will build the NextGen Open API platform to be used by clients as Platform-as-a-ser...,"['Jenkins', 'Terraform', 'Ci/Cd', 'AWS', 'Devops', 'Continuous Integration', 'Software', 'Cd']"
DO,DevOps Engineer,,Not disclosed ,,About The PositionWe are looking for a DevOps Engineer to help us build functional syst...,"['DevOps', 'Jenkins', 'CI / CD tooling', 'Git', 'Perforce', 'DevOps Engineer', 'Docker', 'Jenkins configuration']"
DO,Devops Engineer,,20-25 Lacs PA ,,Experience creating and maintaining RESTful APIs and / or API wrappers Key Requirements...,"['Jenkins', 'Azure Devops', 'Restful Web Api Development', 'Python', 'Shell Scripting', 'Powershell', 'Devops', 'Development']"
DO,Devops Engineer,,Not disclosed ,,. A DevOps engineersroles and responsibilities are a combination of technical and manag...,"['TCP', 'Automation', 'Linux', 'DNS', 'Perl', 'Customer support', 'SCM', 'Monitoring']"
DO,GCP DevOps Engineer,,Not disclosed ,,Available to work in Rotational ShiftsWorking experience with Terraform database . 7+ y...,"['Terraform', 'GCP', 'Devops', 'Kubernates', 'Python']"
DO,DevOps Engineer-CI/CD,,Not disclosed ,,You are a recent graduate with a Master s degree from an Engineering school and have so...,"['C++', 'Software design', 'GIT', 'Architecture', 'Aerospace', 'Agile', 'Scrum', 'Operations']"
DO,DevOps Lead Engineer,,Not disclosed ,,. Technical Skill and Tools Requirement,"['Cloud computing', 'Automation', 'GCP', 'devops', 'Software development life cycle', 'Application security', 'SCM', 'Troubleshooting']"
DO,Principal Site Reliability Engineer (Devops),,Not disclosed ,,Job DescriptionExciting opportunity for a Site Reliability Professional to join our Tea...,"['azure', 'Kubernetes', 'gcp', 'Prometheus', 'Ci/Cd', 'aws', 'Grafana', 'docker']"
DO,Devops Developer,,Not disclosed ,,Note - Candidate shloud be in Bangalore and able to join us in 15 days.Experience candi...,"['Shell Scripting', 'Devops', 'Gitlab', 'Build And Release Management', 'Jenkins', 'CI Practices', 'Dockers', 'Release']"
DO,Aws Cloud Engineer (Not Devops),,15-22.5 Lacs PA ,,Experience in DevOps practices and tools (CI / CD pipelines - Runners) Experience with ...,"['Terraform', 'cloudwatch', 'AWS', 'Python', 'SQL', 'Runner', 'Cicd Pipeline', 'Lambada']"
DO,Senior Consultant - DevOps,,Not disclosed ,,". Operating systems - Linux and Windows . API - Management . IDP (Azure AD, Keycloak) ....","['Solution architecture', 'Architect', 'VMware', 'Costing', 'Networking', 'Linux', 'Illustration', 'Billing']"
DO,Senior DevOps Engineer,,15-30 Lacs PA ,,Job DescriptionTCS has always been in the spotlight for being adept in the next big te...,"['Java', 'Aws Devops', 'API', 'Oracle', 'SQL', 'Devops Tools', 'Agile', 'Tools']"
DO,Azure DevOps Engineer,,Not disclosed ,,Requirements: We are seeking a highly skilled DevOps Engineer with a minimum of 6 years...,"['Azure', 'DevOps', 'Azure Cloud Services', 'Azure CLI', 'Azure DevOps Engineer', 'Powershell', 'Azure Application Gateway', 'Azure Cloud']"
DO,Cloud DevOps Engineer - IAM,,Not disclosed ,,What Youll DoIn this role you will leverage your subject matter knowledge and technica...,"['IAM', 'AWS IAM', 'Artifactory', 'Hashicorp Vault', 'AWS', 'Vault', 'Hashicorp', 'Cloud']"
DO,Senior Devops Engineer,,10-20 Lacs PA ,,Proficient with Microsoft Office Suite or related software. . Strong understanding of m...,"['Aws Devops', 'Terraform', 'Docker', 'Aws Infrastructure', 'Devops Tools', 'Ci/Cd', 'Code Pipeline', 'Kubernetes']"
DO,USA Opportunity | Senior DevOps Engineer | H1B Visa,,Not disclosed ,,Requirements: . Bachelors degree in Computer Science or Information Technology (BE)Prov...,"['Devops', 'Azure', 'Ci/Cd', 'Aws Devops', 'Docker', 'GCP', 'Cicd Pipeline', 'jenkins']"
DO,Cloud Devops Engineer,,Not disclosed ,,Immediate Joiners onlyAt least 1 year experience in AWS cloud environment with AWS stac...,"['Devops Tools', 'Ci/Cd', 'AWS Cloud', 'Aws Stack', 'Kubernetes', 'Cloud Deployment', 'Containerization', 'Monitoring And Logging']"
DO,Devops Engineer,,Not disclosed ,,"Job Description Exp - (4-12Yrs) Jenkins, Docker, Ansible, Terraform Responsibilities Be...","['Terraform', 'Azure Cloud', 'Devops', 'Kubernates', 'AWS', 'Jenkins', 'Docker', 'Ansible']"
DO,Devops Engineer | Cochin |GadgEon,,Not disclosed ,,"Bachelors or masters degree in computer science, Engineering, or a related field Certif...","['Aws Cloud', 'Terraform', 'devops', 'Cicd Pipeline', 'Kubernates', 'Aws Devops', 'Docker', 'Ci/Cd']"
DO,AWS DevOps and Kafka Developer,,Not disclosed ,,"Technical and Professional Requirements: Primary skills:.NET, AWS DevOps, Cloud->AWS Ad...","['AWS DevOps', 'Computer science', 'Engineering services', 'Solution design', 'Team management', 'Management systems', 'Software configuration management', 'Technology solutions']"
DO,AWS DevOps and Kafka Developer,,Not disclosed ,,"Applications, Master of Computer Science, Master Of Technology, Master Of Engineering, ...","['AWS DevOps', 'Computer science', 'Engineering services', 'Vendor evaluation', 'Literature', 'Effort estimation', 'Technology solutions', 'Research']"
DO,AWS DevOps and Kafka Developer,,Not disclosed ,,"Applications, Master of Computer Science, Master Of Engineering, Bachelor Of Computer S...","['Change management', 'Team management', 'Agile', 'SDLC', 'Engineering services', 'Software configuration management', 'Design development', 'digital transformation']"
DO,DevOps Engineer,,Not disclosed ,,"Should have sound knowledge on scripting like Bash, PowerShellRoles and Responsibilitie...","['Azure Kubernetes', 'Azure DevOps', 'Power Shell', 'Azure CLI', 'Services', 'Azure Kubernetes services', 'Virtual Networks', 'Container Registries']"
DO,Devops Engineer- Immediate Joiner/30days,,Not disclosed ,,Experience in the development and continuous integration of embedded software applicati...,"['Ci Cd Pipeline', 'matlab', 'Jenkins', 'python', 'C', 'Agile methodologies', 'Continuous Integration', 'Autosar']"
DO,Sr DevOps Engineer,,Not disclosed ,,"The DevOps Engineer is responsible for designing, provisioning, monitoring and mainta...","['Automation', 'Change management', 'Linux', 'Coding', 'Configuration management', 'Disaster recovery', 'Problem management', 'Incident management']"
DO,Sr.DevOps Engineer,,Not disclosed ,,. Hands-on experience in continuous delivery and continuous integration with Github Act...,"['Unix', 'B2B Marketing', 'continuous integration', 'Automation', 'GIT', 'Web technologies', 'Configuration management', 'devops']"
DO,Senior Cloud DevOps Engineer,,Not disclosed ,,"Masters / bachelors degree in computer science, Engineering or equivalent with excellen...","['Computer science', 'Manager Quality Assurance', 'Linux', 'Project management', 'Agile', 'Windows', 'JIRA', 'IT operations']"
DO,Sr. DevOps Engineer,,Not disclosed ,,Minimum 4+ years experience with Unix based systemsExperience with Amazon Web Services ...,"['Unix', 'Automation', 'GCP', 'devops', 'Configuration management', 'Agile', 'Network security', 'Ruby']"
DO,Lead Devops Engineer ( Notice Period: 30 Days),,Not disclosed ,,Role & responsibilities Educated to a bachelor s degree with 9+ years of industry expe...,"['Jenkins', 'Terraform', 'Cloud', 'Devops', 'Helm Charts', 'Helm', 'Charts']"
DO,DevOps Engineer,,Not disclosed ,,"Should have sound knowledge of Operating systems like Windows and Linux ( Ubuntu, Redha...","['DevOps Engineering', 'Ubuntu', 'Redhat', 'ROUTE53', 'JIRA', 'CLOUDWATCH', 'Jenkins', 'DevOps']"
DO,Dataiku DevOps Engineer,,Not disclosed ,,"2+ years of working experience with Dataiku platform installation, optimization and con...","['DevOps', 'dataiku devops', 'Dataiku platform installation', 'operating systems', 'networking', 'dataiku', 'System', 'Installation']"
DO,DevOps Engineer,,Not disclosed ,,We are looking for an experienced and enthusiastic engineer to join our distributed...,"['VMware', 'Automation', 'Linux', 'Networking', 'Configuration management', 'Troubleshooting', 'Open source', 'Ruby']"
DO,SRE DevOps Engineer,,Not disclosed ,,CKA / CKAD/CKS or any other relevant cloud certification(s) is a plus Qualification: A...,"['Computer science', 'Linux', 'Networking', 'Coding', 'GCP', 'Performance testing', 'DNS', 'Troubleshooting']"
DO,DevOps/SRE Support Engineer,,Not disclosed ,,"Comfortable to work in shifts, preferably APA and UK s . Educational Qualification: . B...","['IT services', 'Computer science', 'VMware', 'SAN', 'PDF', 'Configuration management', 'SMS', 'Wellness']"
DO,Sr DevOps Engineer,,Not disclosed ,,. Must be a top-tier DevOps engineer with proven proficiency in CI / CD environmentsBac...,"['Solution design', 'Backend', 'Process engineering', 'devops', 'OEM', 'Routing', 'SDK', 'Automotive']"
DO,Senior Devops Engineer,,Not disclosed ,,Automation Tools: Proficiency in Terraform for automating infrastructure provisioning ...,"['TCP/IP UDP ICMP', 'Networking', 'Terraform', 'BGP', 'AWS', 'Aws Cloudformation', 'Shell Scripting', 'Ansible']"
DO,Senior DevOps Engineer,,Not disclosed ,,. Must Have: . Minimum of 4 years of proven working experience with DevOps and the Linu...,"['Networking', 'Linux', 'GCP', 'Postgresql', 'devops', 'Ruby', 'AWS', 'Analytics']"
DO,Devops Engineer,5-9 Yrs ,7-17 Lacs PA ,,Preferred candidate profile . 5+yrs hands on experience,"['Aws Devops', 'Terraform', 'Ansible', 'Ci/Cd', 'Devops', 'Cd', 'Cd', 'AWS']"
DO,DevOps Windows Automation Engineer (Powershell),,Not disclosed ,,As a Windows Automation Engineer / Powershell Engineer you will focus primarily...,"['VMware', 'Automation', 'Networking', 'Powershell', 'Configuration management', 'Active directory', 'JSON', 'Windows']"
DO,Senior Software Engineer (DevOps),5-9 Yrs ,7-16 Lacs PA ,,Below capabilities and skillsets are must to fulfill our requirementThese best practice...,"['Azure Devops', 'Sonarqube', 'Dast', 'Senior', 'Software', 'Microsoft Azure', 'Devops']"
DO,Devops Engineer,,Not disclosed ,,"Preferred candidate profile: . Undergraduate degree in Computer Science, IT, IS, or equ...","['Azure Databricks', 'AWS', 'Jenkins', 'Java', 'Github', 'Javascript', 'Ci/Cd', 'Azure Devops']"
DO,DevOps Specialist,,Not disclosed ,,Basic Qualifications: . A Bachelors degree or higher is required as a BASIC QUALIFICATI...,"['Java', 'Automation', 'Google Apigee', 'IBM API connect', 'J2EE', 'Information technology', 'apache camel', 'Spring framework']"
DO,Senior Devops Engineer,,Not disclosed ,,Use existing tools to troubleshoot production issues and drive solutions based on findi...,"['python', 'AWS', 'Devops', 'Senior']"
DO,Sr Devops Engineer,,Not disclosed ,,"Candidate Experience Should Be : 4 To 6 Candidate Degree Should Be : BE-Comp / IT, BE-O...","['Aws Cloudformation', 'AWS', 'Cloudfront', 'Aws Cloud', 'Devops', 'SR', 'Cloud']"
DO,Devops Engineer,,3-8 Lacs PA ,,Experience in building & Manage the CICD pipeline through the DevOps model using Jenkin...,"['container orchestration tools', 'CICD pipeline', 'docker', 'Jenkins', 'github', 'grafana', 'prometheus', 'fluentbit']"
DO,DevOps Engineer,,Not disclosed ,,"Experience with IT compliance and risk management requirements (eg security, privacy, S...","['Automation', 'Linux', 'Networking', 'Javascript', 'Agile', 'Windows', 'Virtualization', 'SDLC']"
