profile,tech_stack,tobeclusteredcolumn
DB,"[IT services, Analytical skills, SQL queries, MySQL database administration, Linux, MySQL, Database administration, Database maintenance]","DB [IT services, Analytical skills, SQL queries, MySQL database administration, Linux, MySQL, Database administration, Database maintenance]"
DB,"[SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]","DB [SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]"
DB,"[T-SQL, Database architecture, Performance tuning, Log shipping, Compliance management, MySQL, Database, Stored procedures]","DB [T-SQL, Database architecture, Performance tuning, Log shipping, Compliance management, MySQL, Database, Stored procedures]"
DB,"[Query Tuning, Query Replication, mysql architecture, GTID Replication, MySQL Database Administration, Architecture, Administration, MySQL Database]","DB [Query Tuning, Query Replication, mysql architecture, GTID Replication, MySQL Database Administration, Architecture, Administration, MySQL Database]"
DB,"[Automation, Demand forecasting, Debugging, Database, Performance analysis, Database Administrator, Distribution system, Monitoring]","DB [Automation, Demand forecasting, Debugging, Database, Performance analysis, Database Administrator, Distribution system, Monitoring]"
DB,"[Unix, global operations, process, Weblogic, Tuxedo, Database administration, PeopleSoft, Troubleshooting]","DB [Unix, global operations, process, Weblogic, Tuxedo, Database administration, PeopleSoft, Troubleshooting]"
DB,"[Procurement, Performance tuning, MS SQL, Database administration, product life cycle, Healthcare, PHP, Windows]","DB [Procurement, Performance tuning, MS SQL, Database administration, product life cycle, Healthcare, PHP, Windows]"
DB,"[CRO, Healthcare, Clinical research, Life sciences, Windows, Information technology, CRM, SQL]","DB [CRO, Healthcare, Clinical research, Life sciences, Windows, Information technology, CRM, SQL]"
DB,"[IT services, Cism, MS SQL, Database administration, Performance testing, Oracle, SSL, Monitoring]","DB [IT services, Cism, MS SQL, Database administration, Performance testing, Oracle, SSL, Monitoring]"
DB,"[Automation, RDBMS, Postgresql, MySQL, Active directory, Agile, OLAP, Windows]","DB [Automation, RDBMS, Postgresql, MySQL, Active directory, Agile, OLAP, Windows]"
DB,"[Computer science, MS SQL, Linux, Database design, database security, MySQL, Schema, Database administration]","DB [Computer science, MS SQL, Linux, Database design, database security, MySQL, Schema, Database administration]"
DB,"[Performance tuning, Administration, cassandra, Disaster recovery, Database, Management, Oracle, Apache]","DB [Performance tuning, Administration, cassandra, Disaster recovery, Database, Management, Oracle, Apache]"
DB,"[SQL Development, Database Design, Database Administrator Developer, Database Migration, Database Development, Query Tuning, Database Administration, SQL Server Development]","DB [SQL Development, Database Design, Database Administrator Developer, Database Migration, Database Development, Query Tuning, Database Administration, SQL Server Development]"
DB,"[MySQL, Database Administrator, Database administration, DBMS, Administration]","DB [MySQL, Database Administrator, Database administration, DBMS, Administration]"
DB,"[Business process, Performance tuning, Db2, Database design, Schema, Database, Troubleshooting, Information technology]","DB [Business process, Performance tuning, Db2, Database design, Schema, Database, Troubleshooting, Information technology]"
DB,"[PostgreSQL, Cloud Migration, MS-SQL, AWS, SQL Query writing, Database Migration, Decoding, SQL]","DB [PostgreSQL, Cloud Migration, MS-SQL, AWS, SQL Query writing, Database Migration, Decoding, SQL]"
DB,"[Hospitality, ERP, Aviation, Analytical, Scheduling, Troubleshooting, SSIS, Analytics]","DB [Hospitality, ERP, Aviation, Analytical, Scheduling, Troubleshooting, SSIS, Analytics]"
DB,"[SAN, Db2, RDBMS, Oracle, Apache, Teradata, Analytics, SQL]","DB [SAN, Db2, RDBMS, Oracle, Apache, Teradata, Analytics, SQL]"
DB,"[Linux, Networking, Disaster recovery, Database administration, Windows, Business continuity, Unix shell scripting, Analytics]","DB [Linux, Networking, Disaster recovery, Database administration, Windows, Business continuity, Unix shell scripting, Analytics]"
DB,"[Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Open source, Ruby]","DB [Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Open source, Ruby]"
DB,"[Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Open source, Ruby]","DB [Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Open source, Ruby]"
DB,"[IT services, Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Ruby]","DB [IT services, Linux, Coding, Javascript, Database administration, Perl, Database Administrator, Ruby]"
DB,"[Networking, Architecture, Infrastructure, Database administration, Manager Technology, MongoDB, Database Administrator, Monitoring]","DB [Networking, Architecture, Infrastructure, Database administration, Manager Technology, MongoDB, Database Administrator, Monitoring]"
DB,"[Linux, RDBMS, MySQL, Database administration, Windows, Virtualization, Monitoring, SQL]","DB [Linux, RDBMS, MySQL, Database administration, Windows, Virtualization, Monitoring, SQL]"
DB,"[MYSQL, SQL Support, Production Support, L2 Support, Kibana, RPA, Database Support, Database Support Engineer]","DB [MYSQL, SQL Support, Production Support, L2 Support, Kibana, RPA, Database Support, Database Support Engineer]"
DB,"[Change management, Agile, Problem management, Incident management, Troubleshooting, Oracle RDBMS, database security, Schema]","DB [Change management, Agile, Problem management, Incident management, Troubleshooting, Oracle RDBMS, database security, Schema]"
DB,"[Exadata, RAC, Oracle DBA, Golden Gate, 19C, Database Administration, 12C, OEM]","DB [Exadata, RAC, Oracle DBA, Golden Gate, 19C, Database Administration, 12C, OEM]"
DB,"[RAC, Oracle DBA, Oracle RAC, Golden Gate, DBMS, Oracle database, Administration, Senior]","DB [RAC, Oracle DBA, Oracle RAC, Golden Gate, DBMS, Oracle database, Administration, Senior]"
DB,"[MySQL, Oracle DBA, MySQL Database Administration, Administration, DBMS, Oracle database, Oracle, PLSQL]","DB [MySQL, Oracle DBA, MySQL Database Administration, Administration, DBMS, Oracle database, Oracle, PLSQL]"
DB,"[Database design, Customer experience, Troubleshooting, Information technology, Technical documentation, Electricals, Design, Technical]","DB [Database design, Customer experience, Troubleshooting, Information technology, Technical documentation, Electricals, Design, Technical]"
DB,"[Database design, Customer experience, Troubleshooting, Information technology, Technical documentation, change control, ibm cloud, design management]","DB [Database design, Customer experience, Troubleshooting, Information technology, Technical documentation, change control, ibm cloud, design management]"
DB,"[Postgresql, MySQL, MongoDB, Troubleshooting, Team building, Oracle DBA, Software solutions, Technical support]","DB [Postgresql, MySQL, MongoDB, Troubleshooting, Team building, Oracle DBA, Software solutions, Technical support]"
DB,"[Database Administration, Performance tuning, Linux, Oracle SQL, Oracle Database, SQL Database Administrator, Oracle DBA, Windows]","DB [Database Administration, Performance tuning, Linux, Oracle SQL, Oracle Database, SQL Database Administrator, Oracle DBA, Windows]"
DB,"[Oracle DBA, Oracle database, Performance tuning, Linux, Shell scripting, Schema, Oracle 11G, RMAN]","DB [Oracle DBA, Oracle database, Performance tuning, Linux, Shell scripting, Schema, Oracle 11G, RMAN]"
DB,"[Oracle Database administration, Data management, Performance engineering, Database administration, Agile, Oracle DBA, Test cases, infrastructure services]","DB [Oracle Database administration, Data management, Performance engineering, Database administration, Agile, Oracle DBA, Test cases, infrastructure services]"
DB,"[oracle database, Oracle DBA, ITIL, Oracle, Administration, Database administration, DBMS]","DB [oracle database, Oracle DBA, ITIL, Oracle, Administration, Database administration, DBMS]"
DB,"[Product engineering, RDBMS, Database, Finacle, Management, Technical support, SQL, Core banking]","DB [Product engineering, RDBMS, Database, Finacle, Management, Technical support, SQL, Core banking]"
DB,"[Project management, Incident management, Scheduling, Project planning, Windows, Troubleshooting, microsoft, IT operations]","DB [Project management, Incident management, Scheduling, Project planning, Windows, Troubleshooting, microsoft, IT operations]"
DB,"[metadata, Usage, Performance management, Data modeling, Storage management, Database design, Tools, Healthcare]","DB [metadata, Usage, Performance management, Data modeling, Storage management, Database design, Tools, Healthcare]"
DB,"[Database Administrator, administration, database administration, dbms]","DB [Database Administrator, administration, database administration, dbms]"
DB,"[Unix, query optimization, MySQL database administration, Linux, Database management, Risk assessment, MySQL, Database]","DB [Unix, query optimization, MySQL database administration, Linux, Database management, Risk assessment, MySQL, Database]"
DB,"[Postgresql, Database administration, DBMS, Administration]","DB [Postgresql, Database administration, DBMS, Administration]"
DB,"[SQL queries, Postgresql, Schema, Database, Database administration, Performance optimization, Optimization, Performance]","DB [SQL queries, Postgresql, Schema, Database, Database administration, Performance optimization, Optimization, Performance]"
DB,"[SQL queries, Postgresql, Schema, Database, Database administration, Performance optimization, DBMS, HL]","DB [SQL queries, Postgresql, Schema, Database, Database administration, Performance optimization, DBMS, HL]"
DB,"[Production support, Postgresql, Database administration, Management, Database Administrator, Monitoring, DBMS, Production]","DB [Production support, Postgresql, Database administration, Management, Database Administrator, Monitoring, DBMS, Production]"
DB,"[Production support, Postgresql, Database administration, Database, Management, Monitoring, DBMS, Production]","DB [Production support, Postgresql, Database administration, Database, Management, Monitoring, DBMS, Production]"
DB,"[Performance tuning, query optimization, Consulting, Database administration, SQL Server reporting services, Management, Database Administrator, SQL Azure]","DB [Performance tuning, query optimization, Consulting, Database administration, SQL Server reporting services, Management, Database Administrator, SQL Azure]"
DB,"[Automation, HP data protector, database security, MySQL, Disaster recovery, Schema, Database, Application development]","DB [Automation, HP data protector, database security, MySQL, Disaster recovery, Schema, Database, Application development]"
DB,"[Performance tuning, Database administration, Oracle, Troubleshooting, performance, administration, dbms]","DB [Performance tuning, Database administration, Oracle, Troubleshooting, performance, administration, dbms]"
DB,"[Usage, Healthcaremetadata, Performance management, Data modeling, Storage management, Database design, Tuning, SQL]","DB [Usage, Healthcaremetadata, Performance management, Data modeling, Storage management, Database design, Tuning, SQL]"
DB,"[Performance management, Information security, Disaster recovery, Troubleshooting, Continuous improvement, SSIS, Counselling, Monitoring]","DB [Performance management, Information security, Disaster recovery, Troubleshooting, Continuous improvement, SSIS, Counselling, Monitoring]"
DB,"[Unix, Automation, Networking, NetScreen, Web hosting, Perl, DBMS, cisco]","DB [Unix, Automation, Networking, NetScreen, Web hosting, Perl, DBMS, cisco]"
DB,"[Backend, Medical billing, Data management, Coding, Database design, Database administration, Database, Healthcare]","DB [Backend, Medical billing, Data management, Coding, Database design, Database administration, Database, Healthcare]"
DB,"[Computer science, Database administration, Senior Database Administrator, DB Architect, DBMS, Computer, Db, Administration]","DB [Computer science, Database administration, Senior Database Administrator, DB Architect, DBMS, Computer, Db, Administration]"
DB,"[Log shipping, Performance management, Information security, Disaster recovery, Packaging, SSIS, Troubleshooting, Monitoring]","DB [Log shipping, Performance management, Information security, Disaster recovery, Packaging, SSIS, Troubleshooting, Monitoring]"
DB,"[Unix, Linux, Db2, XML, MySQL, Shell scripting, HTML, Perl]","DB [Unix, Linux, Db2, XML, MySQL, Shell scripting, HTML, Perl]"
DB,"[MS SQL, Cloud Services, Postgresql, MySQL, Database administration, AWS, DBMS, Microsoft]","DB [MS SQL, Cloud Services, Postgresql, MySQL, Database administration, AWS, DBMS, Microsoft]"
DB,"[Automation, Linux, Analytical, Cloud, Database, Database administration, OLAP, Hardware]","DB [Automation, Linux, Analytical, Cloud, Database, Database administration, OLAP, Hardware]"
DB,"[Aix, Performance tuning, Linux, Database design, MySQL, Oracle, Troubleshooting, Monitoring]","DB [Aix, Performance tuning, Linux, Database design, MySQL, Oracle, Troubleshooting, Monitoring]"
DB,"[', Usage, Healthcaremetadata, Performance management, Data modeling, Storage management, Database design, Tuning]","DB [', Usage, Healthcaremetadata, Performance management, Data modeling, Storage management, Database design, Tuning]"
DB,"[Linux, Staffing, Postgresql, Database administration, Perl, Database Administrator, Virtualization, AWS]","DB [Linux, Staffing, Postgresql, Database administration, Perl, Database Administrator, Virtualization, AWS]"
DB,"[Computer science, Data migration, Front end, Linux, Staffing, Postgresql, Schema, Perl]","DB [Computer science, Data migration, Front end, Linux, Staffing, Postgresql, Schema, Perl]"
DB,"[Training, MS SQL, Payroll, PDF, Accounting, Database administration, Taxation, Management]","DB [Training, MS SQL, Payroll, PDF, Accounting, Database administration, Taxation, Management]"
DB,"[Performance tuning, Cloud computing, MS SQL, Application support, Network administration, Database design, SSRS, Disaster recovery]","DB [Performance tuning, Cloud computing, MS SQL, Application support, Network administration, Database design, SSRS, Disaster recovery]"
DB,"[Performance tuning, Disaster recovery, Active directory, Database, Data structures, Windows, Operations, AWS]","DB [Performance tuning, Disaster recovery, Active directory, Database, Data structures, Windows, Operations, AWS]"
DB,"[Access control, Resource utilization, Monitoring tools, Data modeling, cassandra, database security, Database administration, Database Administrator]","DB [Access control, Resource utilization, Monitoring tools, Data modeling, cassandra, database security, Database administration, Database Administrator]"
DB,"[Automation, DBA Administrator, Database, Testing, SR, DBMS, Software testing, Administration]","DB [Automation, DBA Administrator, Database, Testing, SR, DBMS, Software testing, Administration]"
DB,"[Postgresql, Database administration, professional, DBMS, Administration]","DB [Postgresql, Database administration, professional, DBMS, Administration]"
DB,"[Computer science, Business administration, Automation, Database design, Project management, Analytical, Database, Database Administrator]","DB [Computer science, Business administration, Automation, Database design, Project management, Analytical, Database, Database Administrator]"
DB,"[metadata, Load testing, Performance management, Data modeling, Database design, Storage management, Tools, Healthcare]","DB [metadata, Load testing, Performance management, Data modeling, Database design, Storage management, Tools, Healthcare]"
DB,"[Performance tuning, Change management, Linux, Production support, Solaris, Database, Oracle RAC, Oracle]","DB [Performance tuning, Change management, Linux, Production support, Solaris, Database, Oracle RAC, Oracle]"
DB,"[Log shipping, Automation, Database design, Postgresql, Shell scripting, Disaster recovery, Schema, Healthcare]","DB [Log shipping, Automation, Database design, Postgresql, Shell scripting, Disaster recovery, Schema, Healthcare]"
DB,"[Performance tuning, Automation, MySQL, Disaster recovery, Agile, Unit testing, Database Administrator, Monitoring]","DB [Performance tuning, Automation, MySQL, Disaster recovery, Agile, Unit testing, Database Administrator, Monitoring]"
DB,"[tableau, Social networking, Database administration, Database, hr outsourcing, Oracle, IPS, Human resource management]","DB [tableau, Social networking, Database administration, Database, hr outsourcing, Oracle, IPS, Human resource management]"
DB,"[Unix, Service management, Performance tuning, Linux, Shell scripting, Database administration, Issue resolution, Oracle]","DB [Unix, Service management, Performance tuning, Linux, Shell scripting, Database administration, Issue resolution, Oracle]"
DB,"[GCP, Postgresql, MySQL, Schema, Cloud, Database administration, Database, Distribution system]","DB [GCP, Postgresql, MySQL, Schema, Cloud, Database administration, Database, Distribution system]"
DB,"[Performance tuning, Automation, query optimization, Linux, Disaster recovery, Schema, Windows, Risk management]","DB [Performance tuning, Automation, query optimization, Linux, Disaster recovery, Schema, Windows, Risk management]"
DB,"[assembly language, website, C, Senior Database Administrator, HTML, ajax, javascript, jquery]","DB [assembly language, website, C, Senior Database Administrator, HTML, ajax, javascript, jquery]"
DB,"[Performance tuning, Database design, Access management, Powershell, Postgresql, Disaster recovery, Schema, SQL]","DB [Performance tuning, Database design, Access management, Powershell, Postgresql, Disaster recovery, Schema, SQL]"
DB,"[GCP, MySQL, Cloud, Database administration, AWS, DBMS, Administration]","DB [GCP, MySQL, Cloud, Database administration, AWS, DBMS, Administration]"
DB,"[Performance tuning, Oracle Apps, Installation, Db2, MySQL, Senior Database Administrator, Database Administrator, SAP Basis Administrator]","DB [Performance tuning, Oracle Apps, Installation, Db2, MySQL, Senior Database Administrator, Database Administrator, SAP Basis Administrator]"
DB,"[Mysql, Database, Mongodb, Database Administrator, DBMS, Performance engineering, Performance, Administration]","DB [Mysql, Database, Mongodb, Database Administrator, DBMS, Performance engineering, Performance, Administration]"
DB,"[Oracle DBA, SQL DBA, SQL, Database administration, Oracle]","DB [Oracle DBA, SQL DBA, SQL, Database administration, Oracle]"
DB,"[Oracle DBA, Azure, UNIX OS, Linux, Oracle Cloud, Oracle Enterprise Manager, Oracle OLTP, Oracle databases]","DB [Oracle DBA, Azure, UNIX OS, Linux, Oracle Cloud, Oracle Enterprise Manager, Oracle OLTP, Oracle databases]"
DB,"[Change management, Database design, Powershell, SSRS, Database administration, Oracle DBA, SSIS, Troubleshooting]","DB [Change management, Database design, Powershell, SSRS, Database administration, Oracle DBA, SSIS, Troubleshooting]"
DB,"[Access control, Compliance, database security, Disaster recovery, query, Database maintenance, Management, Oracle Database Administrator]","DB [Access control, Compliance, database security, Disaster recovery, query, Database maintenance, Management, Oracle Database Administrator]"
DB,"[Azure Cloud, Weblogic, Oracle DBA, Dataguard, 12C, RAC, Datapump, Golden Gate]","DB [Azure Cloud, Weblogic, Oracle DBA, Dataguard, 12C, RAC, Datapump, Golden Gate]"
DB,"[oracle dba, Dataguard, RAC, exadata, Golden Gate, RMAN, Administration, Oracle database]","DB [oracle dba, Dataguard, RAC, exadata, Golden Gate, RMAN, Administration, Oracle database]"
DB,"[GIS, Computer science, Oracle database, Performance tuning, SQL queries, Windows, Oracle, Troubleshooting]","DB [GIS, Computer science, Oracle database, Performance tuning, SQL queries, Windows, Oracle, Troubleshooting]"
DB,"[RAC, Oracle DBA, ASM, Dataguard, Oracle DBA Admin, DBMS, Oracle database, Hiring]","DB [RAC, Oracle DBA, ASM, Dataguard, Oracle DBA Admin, DBMS, Oracle database, Hiring]"
DB,"[Unix, Performance tuning, Linux, Database, Oracle DBA, Oracle, Troubleshooting, OLTP]","DB [Unix, Performance tuning, Linux, Database, Oracle DBA, Oracle, Troubleshooting, OLTP]"
DB,"[Unix, Performance tuning, Linux, Storage management, SQL Tuning, Disaster recovery, Database administration, Oracle DBA]","DB [Unix, Performance tuning, Linux, Storage management, SQL Tuning, Disaster recovery, Database administration, Oracle DBA]"
DB,"[Oracle database, Performance tuning, Administration, Architecture, RAC, Database, Oracle DBA, Oracle]","DB [Oracle database, Performance tuning, Administration, Architecture, RAC, Database, Oracle DBA, Oracle]"
DB,"[Oracle database, Application design, Database administration, Database, Application development, Oracle, Technical support, Oracle Database Administrator]","DB [Oracle database, Application design, Database administration, Database, Application development, Oracle, Technical support, Oracle Database Administrator]"
DB,"[Oracle Apps, ERP, RDBMS, Project management, SQL, Performance tuning, Staffing, Issue resolution]","DB [Oracle Apps, ERP, RDBMS, Project management, SQL, Performance tuning, Staffing, Issue resolution]"
DB,"[cloudera, cloud security, Technology consulting, GCP, Configuration management, Database, Open source, Solution Architect]","DB [cloudera, cloud security, Technology consulting, GCP, Configuration management, Database, Open source, Solution Architect]"
DB,"[Database Administration, Linux, Shell Scripting, C #, Sql Server, Microsoft Azure, Aws, Performance Tuning]","DB [Database Administration, Linux, Shell Scripting, C #, Sql Server, Microsoft Azure, Aws, Performance Tuning]"
DB,"[Automation, MS SQL, MySQL, Database administration, Test planning, Perl, Customer service, Dms]","DB [Automation, MS SQL, MySQL, Database administration, Test planning, Perl, Customer service, Dms]"
DB,"[Backend, PDF, Access management, MySQL, SCALA, Customer service, Engineering Design, Operations]","DB [Backend, PDF, Access management, MySQL, SCALA, Customer service, Engineering Design, Operations]"
DB,"[database, code, SQL database, software, Analytical, Software Associate, Schema, Stored procedures]","DB [database, code, SQL database, software, Analytical, Software Associate, Schema, Stored procedures]"
DB,"[Performance tuning, C++, MS SQL, Linux, Database, Application development, Windows, Oracle]","DB [Performance tuning, C++, MS SQL, Linux, Database, Application development, Windows, Oracle]"
DB,"[Process automation, Database marketing, Event management, Cloud, Salesforce.com, MS Office, Data warehousing, AWS]","DB [Process automation, Database marketing, Event management, Cloud, Salesforce.com, MS Office, Data warehousing, AWS]"
DB,"[BPO, IT services, ERP, Managed services, Publishing, Consulting, Healthcare, Outsourcing]","DB [BPO, IT services, ERP, Managed services, Publishing, Consulting, Healthcare, Outsourcing]"
DB,"[T-SQL, SSRS, Sybase DBA, sql, Cognos, MongoDB, SQL database, SQL DBA]","DB [T-SQL, SSRS, Sybase DBA, sql, Cognos, MongoDB, SQL database, SQL DBA]"
DB,[],DB []
DB,"[Database Administration, Internal Database, RDBMS, Upgrade oracle database, Oracle DBA, SQL DBA, MySQL Database Administration, SQL database]","DB [Database Administration, Internal Database, RDBMS, Upgrade oracle database, Oracle DBA, SQL DBA, MySQL Database Administration, SQL database]"
DB,"[MySQL Database Administration, MyISAM, Mysql Administration, Top, SAR, MySQL, Mysql Database, INNOBD]","DB [MySQL Database Administration, MyISAM, Mysql Administration, Top, SAR, MySQL, Mysql Database, INNOBD]"
DB,"[Data analysis, DTS, Postgresql, Consulting, Integration testing, Database administration, Toad, data integrity]","DB [Data analysis, DTS, Postgresql, Consulting, Integration testing, Database administration, Toad, data integrity]"
DB,"[C++, PLSQL, DBMS, Programming, Program, Database Creation, C]","DB [C++, PLSQL, DBMS, Programming, Program, Database Creation, C]"
DB,"[Postgresql, MySQL, Database administration, MongoDB, Oracle, microsoft azure, Data warehousing, Team building]","DB [Postgresql, MySQL, Database administration, MongoDB, Oracle, microsoft azure, Data warehousing, Team building]"
DB,"[Postgresql, MySQL, Database administration, MongoDB, Oracle, microsoft azure, Data warehousing, Team building]","DB [Postgresql, MySQL, Database administration, MongoDB, Oracle, microsoft azure, Data warehousing, Team building]"
DB,"[PLSQL, Oracle data wrehouse, UNIX, DBMS, Data, Development, Database Development, Oracle]","DB [PLSQL, Oracle data wrehouse, UNIX, DBMS, Data, Development, Database Development, Oracle]"
DB,"[Performance management, Database design, Oracle, Capacity planning, ASR, Health management, Hardware, DBMS]","DB [Performance management, Database design, Oracle, Capacity planning, ASR, Health management, Hardware, DBMS]"
DB,"[RDBMS, Enterprise applications, Database administration, Database, SQL, Enterprise, DBMS, Management]","DB [RDBMS, Enterprise applications, Database administration, Database, SQL, Enterprise, DBMS, Management]"
DB,"[Oracle database, Automation, RAC, Oracle DBA, UAT, Perl, Oracle 10G, RMAN]","DB [Oracle database, Automation, RAC, Oracle DBA, UAT, Perl, Oracle 10G, RMAN]"
DB,"[OEM, Datapump, Oracle DBA, OCA certification, Dataguard, Migration, Oracle Enterprises Manage, OLTP]","DB [OEM, Datapump, Oracle DBA, OCA certification, Dataguard, Migration, Oracle Enterprises Manage, OLTP]"
DB,"[Backup And Recovery, Instance Tuning, DBMS, Oracle database, Oracle DBA, Backup, Administration, Performance]","DB [Backup And Recovery, Instance Tuning, DBMS, Oracle database, Oracle DBA, Backup, Administration, Performance]"
DB,"[Performance tuning, Automation, Database administration, Oracle DBA, HTML, Oracle RAC, RHEL, SQL]","DB [Performance tuning, Automation, Database administration, Oracle DBA, HTML, Oracle RAC, RHEL, SQL]"
DB,"[Oracle DBA, Oracle Database, OCP, Training, Oracle, Corporate training, Corporate, DBMS]","DB [Oracle DBA, Oracle Database, OCP, Training, Oracle, Corporate training, Corporate, DBMS]"
DB,"[RAC, Dataguard, Database Migration, Golden Gate, Performance Tuning, Upgrade, RMAN, Oracle]","DB [RAC, Dataguard, Database Migration, Golden Gate, Performance Tuning, Upgrade, RMAN, Oracle]"
DB,"[T-SQL, Performance tuning, MS SQL, Monitoring tools, Production support, Disaster recovery, Cloud, Database]","DB [T-SQL, Performance tuning, MS SQL, Monitoring tools, Production support, Disaster recovery, Cloud, Database]"
DB,"[SQL, Smart Reporting, MyIT, SmartIT, SQL Database Administrator, Control-M, SQLBackTrack, DWP]","DB [SQL, Smart Reporting, MyIT, SmartIT, SQL Database Administrator, Control-M, SQLBackTrack, DWP]"
DB,"[RDBMS, SQL DBA, Monitoring, SQL, Development, Database administration]","DB [RDBMS, SQL DBA, Monitoring, SQL, Development, Database administration]"
DB,"[Linux, Coding, Configuration management, SSRS, Database administration, Windows, Stored procedures, SSIS]","DB [Linux, Coding, Configuration management, SSRS, Database administration, Windows, Stored procedures, SSIS]"
DB,"[Computer science, NoSQL, Networking, Staffing, cassandra, MongoDB, Continuous improvement, Cosmos]","DB [Computer science, NoSQL, Networking, Staffing, cassandra, MongoDB, Continuous improvement, Cosmos]"
DB,"[Computer science, Performance tuning, Data validation, RDBMS, SSRS, Schema, OLAP, Stored procedures]","DB [Computer science, Performance tuning, Data validation, RDBMS, SSRS, Schema, OLAP, Stored procedures]"
DB,"[SQL DBA, MySQL Database Administration, Database Administration, SQL, MySQL Database, DBMS, Administration, SQL database]","DB [SQL DBA, MySQL Database Administration, Database Administration, SQL, MySQL Database, DBMS, Administration, SQL database]"
DB,"[Database Administration, Sap Hana, Sap Hana Administration, Hana Db, Administration, DBMS, Db, Hana Database]","DB [Database Administration, Sap Hana, Sap Hana Administration, Hana Db, Administration, DBMS, Db, Hana Database]"
DB,"[Cassandra, Design, Postgres Database, GCP, MySQL, Database, Configuring, MongoDB]","DB [Cassandra, Design, Postgres Database, GCP, MySQL, Database, Configuring, MongoDB]"
DB,"[Sybase DBA, Sybase Database Administration, SyBase, DBMS, Database administration, Administration, SQL database]","DB [Sybase DBA, Sybase Database Administration, SyBase, DBMS, Database administration, Administration, SQL database]"
DB,"[Performance tuning, Automation, SSRS, Database administration, Healthcare, Windows, Stored procedures, Business intelligence]","DB [Performance tuning, Automation, SSRS, Database administration, Healthcare, Windows, Stored procedures, Business intelligence]"
DB,"[Dotnet Development, Mongodb Dba, C#, Web Api, Javascript, Net Development, SQL Server, Development]","DB [Dotnet Development, Mongodb Dba, C#, Web Api, Javascript, Net Development, SQL Server, Development]"
DB,"[Architecture, Manager Technology, Database Administrator, Software quality assurance, SQL DBA, sql, management, software quality]","DB [Architecture, Manager Technology, Database Administrator, Software quality assurance, SQL DBA, sql, management, software quality]"
DB,"[Backend, Data management, Coding, Database design, data security, Debugging, Stored procedures, Database Administrator]","DB [Backend, Data management, Coding, Database design, data security, Debugging, Stored procedures, Database Administrator]"
DB,"[Python Developer, Database, Security, Troubleshooting, Python Development, Development, Python, DBMS]","DB [Python Developer, Database, Security, Troubleshooting, Python Development, Development, Python, DBMS]"
DB,"[PDF, MySQL, Database administration, Corporate Sales Executive, DBMS, Corporate, Sales, Administration]","DB [PDF, MySQL, Database administration, Corporate Sales Executive, DBMS, Corporate, Sales, Administration]"
DB,"[Linux, Database management, MySQL, Shell scripting, Database administration, Database Administrator, Unix shell scripting, SQL]","DB [Linux, Database management, MySQL, Shell scripting, Database administration, Database Administrator, Unix shell scripting, SQL]"
DB,"[Drilling, Training, Db2, Consulting, Database, IBM DB2, db2 dba, DBMS]","DB [Drilling, Training, Db2, Consulting, Database, IBM DB2, db2 dba, DBMS]"
DB,"[Monitoring tools, Trainee Database Administrator, Process orientation, Service desk, Database administration, Windows, MS Office, Technical support]","DB [Monitoring tools, Trainee Database Administrator, Process orientation, Service desk, Database administration, Windows, MS Office, Technical support]"
DB,"[Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]","DB [Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]"
DB,"[Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]","DB [Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]"
DB,"[Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]","DB [Computer science, MS SQL, Db2, RDBMS, Postgresql, MySQL, Database administration, HTML]"
DB,"[Exadata, RMAN, Weblogic, Oracle RAC, Administration, DBMS, Oracle database, Oracle]","DB [Exadata, RMAN, Weblogic, Oracle RAC, Administration, DBMS, Oracle database, Oracle]"
DB,"[Access control, Usage, Database design, database security, Disaster recovery, Database, Database maintenance, Oracle]","DB [Access control, Usage, Database design, database security, Disaster recovery, Database, Database maintenance, Oracle]"
DB,"[Postgresql, Oracle DBA, AWS, Oracle, Administration, DBMS, Database administration, Oracle database]","DB [Postgresql, Oracle DBA, AWS, Oracle, Administration, DBMS, Database administration, Oracle database]"
DB,"[postgres database, Dataguard, oracle, RAC, Postgresql, Datapump, Golden Gate, Performance Tuning]","DB [postgres database, Dataguard, oracle, RAC, Postgresql, Datapump, Golden Gate, Performance Tuning]"
DB,"[12C, Database binary Installation, Oracle 11G, oracle, Query tuning, Oracle DBA, Installation, Performance]","DB [12C, Database binary Installation, Oracle 11G, oracle, Query tuning, Oracle DBA, Installation, Performance]"
DB,"[PL/SQL, Database Administration, MySQL, Database Migration, Database structures, Oracle Forms, Administration, DBMS]","DB [PL/SQL, Database Administration, MySQL, Database Migration, Database structures, Oracle Forms, Administration, DBMS]"
