profile,tech_stack,tobeclusteredcolumn,cluster
DB,"[Performance tuning, Automation, RDBMS, Staffing, MongoDB, SSIS, SQL DBA, SQL Server dba]","DB [Performance tuning, Automation, RDBMS, Staffing, MongoDB, SSIS, SQL DBA, SQL Server dba]",0
DB,"[Performance tuning, Automation, Production support, SSRS, Debugging, Database administration, CMMI, SSIS]","DB [Performance tuning, Automation, Production support, SSRS, Debugging, Database administration, CMMI, SSIS]",0
DB,"[MS SQL, Postgresql, Database administration, Scheduling, Windows, Stored procedures, Customer service, Oracle]","DB [MS SQL, Postgresql, Database administration, Scheduling, Windows, Stored procedures, Customer service, Oracle]",0
DB,"[VMware, Performance tuning, MS SQL, query optimization, Staffing, Database administration, Infrastructure, Troubleshooting]","DB [VMware, Performance tuning, MS SQL, query optimization, Staffing, Database administration, Infrastructure, Troubleshooting]",0
DB,"[Capacity management, Performance tuning, Design review, Configuration management, Database, Windows, DBMS, Troubleshooting]","DB [Capacity management, Performance tuning, Design review, Configuration management, Database, Windows, DBMS, Troubleshooting]",0
DB,"[Schema, query, Deployment, Database maintenance, Management, SQL DBA, Monitoring, SQL]","DB [Schema, query, Deployment, Database maintenance, Management, SQL DBA, Monitoring, SQL]",0
DB,"[Log shipping, MS SQL, Database mirroring, Disaster recovery, Cloud, Active directory, Windows, Troubleshooting]","DB [Log shipping, MS SQL, Database mirroring, Disaster recovery, Cloud, Active directory, Windows, Troubleshooting]",0
DB,"[T-SQL, Performance tuning, SQL queries, Diagnostics, Agile, Database migration, Application development, Stored procedures]","DB [T-SQL, Performance tuning, SQL queries, Diagnostics, Agile, Database migration, Application development, Stored procedures]",0
DB,"[Data migration, NoSQL, Database administration, Database maintenance, Cosmos, Research, Administration, DBMS]","DB [Data migration, NoSQL, Database administration, Database maintenance, Cosmos, Research, Administration, DBMS]",0
DB,"[Performance tuning, MySQL database administration, Configuration management, Shell scripting, DBMS, Database management systems, SQL Server dba, System]","DB [Performance tuning, MySQL database administration, Configuration management, Shell scripting, DBMS, Database management systems, SQL Server dba, System]",0
DB,"[Linux, Oracle SQL, Trend analysis, Database administration, Technical support, IBM DB2, DBMS, Analysis]","DB [Linux, Oracle SQL, Trend analysis, Database administration, Technical support, IBM DB2, DBMS, Analysis]",0
DB,"[Exadata, DBA, Oracle DBA, Oracle Admin, Core Dba, Administration, Database administration, Core]","DB [Exadata, DBA, Oracle DBA, Oracle Admin, Core Dba, Administration, Database administration, Core]",0
DB,"[Oracle DBA, Recovery, Dataguard, Exadata, RAC, Backup, Datapump, Golden Gate]","DB [Oracle DBA, Recovery, Dataguard, Exadata, RAC, Backup, Datapump, Golden Gate]",0
DB,"[Cassandra Database, Oracle DBA, Database Administration, Migration, Administration, DBMS, Cassandra, Oracle]","DB [Cassandra Database, Oracle DBA, Database Administration, Migration, Administration, DBMS, Cassandra, Oracle]",0
DB,"[Change management, Database design, Powershell, SSRS, Database administration, Oracle DBA, SSIS, Troubleshooting]","DB [Change management, Database design, Powershell, SSRS, Database administration, Oracle DBA, SSIS, Troubleshooting]",0
DB,"[Oracle DBA, OCI, Oracle Cloud Infrastructure, AWS, Administration, DBMS, Cloud, OTM]","DB [Oracle DBA, OCI, Oracle Cloud Infrastructure, AWS, Administration, DBMS, Cloud, OTM]",0
DB,"[Oracle 11g/12c/18c/19c, Dataguard, Golden Gate, database administration, backup/recovery a, performance, Backup, 12C]","DB [Oracle 11g/12c/18c/19c, Dataguard, Golden Gate, database administration, backup/recovery a, performance, Backup, 12C]",0
DB,"[Terraform, MySQL, AWS, RDS, MongoDB Atlas, RDS Aurora, AWS DynamoDB, MongoDB]","DB [Terraform, MySQL, AWS, RDS, MongoDB Atlas, RDS Aurora, AWS DynamoDB, MongoDB]",3
DB,"[Plsql Query, Oracle DBA, Database Administration, Oracle Database, Lead, Technical analysis, Administration, Leadership]","DB [Plsql Query, Oracle DBA, Database Administration, Oracle Database, Lead, Technical analysis, Administration, Leadership]",0
DB,"[Performance tuning, Storage management, Database migration, Oracle, database configuration, Oracle Data Guard, Database Architecture, DBMS]","DB [Performance tuning, Storage management, Database migration, Oracle, database configuration, Oracle Data Guard, Database Architecture, DBMS]",0
DB,"[Database Administration, Mysql Cluster, Shell Scripting, Stored Procedures, High Availability, Database Handling, Server Security, Replication]","DB [Database Administration, Mysql Cluster, Shell Scripting, Stored Procedures, High Availability, Database Handling, Server Security, Replication]",0
DB,"[Service management, Oracle development, Performance tuning, Trend analysis, Infrastructure, DBMS, Resource management, Oracle 11G]","DB [Service management, Oracle development, Performance tuning, Trend analysis, Infrastructure, DBMS, Resource management, Oracle 11G]",0
DB,"[Service management, ', Performance tuning, Trend analysis, PLSQLMSC, DBMS, Resource management, Monitoring]","DB [Service management, ', Performance tuning, Trend analysis, PLSQLMSC, DBMS, Resource management, Monitoring]",3
DB,"[Service management, Oracle development, Performance tuning, Trend analysis, Database, PLSQL, DBMS, Resource management]","DB [Service management, Oracle development, Performance tuning, Trend analysis, Database, PLSQL, DBMS, Resource management]",0
DB,"[Oracle Apps Dba, oracle, EBS, Senior Application Database Administrator, Application Database Administrator, Apps DBA, E Business Suite, apps]","DB [Oracle Apps Dba, oracle, EBS, Senior Application Database Administrator, Application Database Administrator, Apps DBA, E Business Suite, apps]",0
DB,"[Oracle database, Database architecture, Performance tuning, SQL queries, Architecture, Networking, SQL Tuning, Oracle DBA]","DB [Oracle database, Database architecture, Performance tuning, SQL queries, Architecture, Networking, SQL Tuning, Oracle DBA]",0
DB,"[Oracle database, Database architecture, Performance tuning, SQL queries, Architecture, Networking, SQL Tuning, Oracle DBA]","DB [Oracle database, Database architecture, Performance tuning, SQL queries, Architecture, Networking, SQL Tuning, Oracle DBA]",0
DB,"[Linux, Operating systems, Database design, Database administration, Oracle DBA, Database maintenance, Windows, Oracle]","DB [Linux, Operating systems, Database design, Database administration, Oracle DBA, Database maintenance, Windows, Oracle]",0
DB,"[Oracle Apps Dba, database, oracle application database, oracle, application, EBS, oracle application database administrator, Apps DBA]","DB [Oracle Apps Dba, database, oracle application database, oracle, application, EBS, oracle application database administrator, Apps DBA]",0
DB,"[Oracle Apps, Unix, Data Guard, Oracle Fusion middleware, Linux, Weblogic, Oracle database 19C, Oracle Apps DBA]","DB [Oracle Apps, Unix, Data Guard, Oracle Fusion middleware, Linux, Weblogic, Oracle database 19C, Oracle Apps DBA]",0
DB,"[Performance tuning, Configuration management, Solarwinds, DBMS, Maintenance management, Database management, Server configuration, SQL Server dba]","DB [Performance tuning, Configuration management, Solarwinds, DBMS, Maintenance management, Database management, Server configuration, SQL Server dba]",0
DB,"[Oracle Apps Dba, System Administration, Database Administration, Oracle RAC, Golden Gate, RMAN, Oracle Apps, RAC]","DB [Oracle Apps Dba, System Administration, Database Administration, Oracle RAC, Golden Gate, RMAN, Oracle Apps, RAC]",0
DB,"[Performance tuning, Oracle EBS, AWS, Application Development, Azure, database administration, Oracle e-business suite, Administration]","DB [Performance tuning, Oracle EBS, AWS, Application Development, Azure, database administration, Oracle e-business suite, Administration]",0
DB,"[SQL, Performance tuning, SSRS, Active directory, Windows, SSIS, Database Administrator, SQL DBA]","DB [SQL, Performance tuning, SSRS, Active directory, Windows, SSIS, Database Administrator, SQL DBA]",0
DB,"[Performance tuning, Analyst, RSS, SDS, Linux, Shell scripting, Informix, Space management]","DB [Performance tuning, Analyst, RSS, SDS, Linux, Shell scripting, Informix, Space management]",3
DB,"[Performance Tuning, Troubleshooting Skills, Database Mirroring, Backup, Database Migration, SQL DBA, Recovery, Restore]","DB [Performance Tuning, Troubleshooting Skills, Database Mirroring, Backup, Database Migration, SQL DBA, Recovery, Restore]",0
DB,"[AWS RDS - PostgreSQL DBA, Postgresql Database Administration, Oracle DBA, Oracle, AWS, Postgresql, Administration, DBMS]","DB [AWS RDS - PostgreSQL DBA, Postgresql Database Administration, Oracle DBA, Oracle, AWS, Postgresql, Administration, DBMS]",0
DB,"[Performance tuning, RDBMS, XML, Disaster recovery, PLSQL, QMF, SPUFI, Administration]","DB [Performance tuning, RDBMS, XML, Disaster recovery, PLSQL, QMF, SPUFI, Administration]",0
DB,"[Oracle Apps, SOA, Architecture, GCP, Hyperion, Weblogic, Database, Apps DBA]","DB [Oracle Apps, SOA, Architecture, GCP, Hyperion, Weblogic, Database, Apps DBA]",0
DB,"[Database Administration, PL/pgSQL, UNIX shell scripting, DBA, Azure Cloud, PostgreSQL, troubleshooting, Perl]","DB [Database Administration, PL/pgSQL, UNIX shell scripting, DBA, Azure Cloud, PostgreSQL, troubleshooting, Perl]",0
DB,"[dba, Postgresql, Configuration, Migration, Performance Tuning, Administration, Performance, DBMS]","DB [dba, Postgresql, Configuration, Migration, Performance Tuning, Administration, Performance, DBMS]",0
DB,"[E-learning, Performance tuning, MS SQL, Monitoring tools, Database administration, Database, Life sciences, SQL Server dba]","DB [E-learning, Performance tuning, MS SQL, Monitoring tools, Database administration, Database, Life sciences, SQL Server dba]",0
DB,"[Performance tuning, Oracle 12, Oracle RDBMS, Database administration, product life cycle, Database maintenance, Troubleshooting, Database Administrator]","DB [Performance tuning, Oracle 12, Oracle RDBMS, Database administration, product life cycle, Database maintenance, Troubleshooting, Database Administrator]",0
DB,"[Oracle DBA, Exadata, dataguard, real application cluster, Oracle, Application, Clustering, Database administration]","DB [Oracle DBA, Exadata, dataguard, real application cluster, Oracle, Application, Clustering, Database administration]",0
DB,"[Database Administration, RAC, Oracle Database, Oracle DBA, RMAN, Oracle, Administration, DBMS]","DB [Database Administration, RAC, Oracle Database, Oracle DBA, RMAN, Oracle, Administration, DBMS]",0
DB,"[Oracle DBA, Dataguard, RAC, Datapump, RMAN, Oracle, Database administration]","DB [Oracle DBA, Dataguard, RAC, Datapump, RMAN, Oracle, Database administration]",0
DB,"[Database Administration, RDBMS, Oracle DBA, Oracle, SQL, Administration, DBMS]","DB [Database Administration, RDBMS, Oracle DBA, Oracle, SQL, Administration, DBMS]",0
DB,"[Oracle RDBMS, Oracle DBA, Performance Tuning, Oracle, Administration, RDBMS, Database administration, DBMS]","DB [Oracle RDBMS, Oracle DBA, Performance Tuning, Oracle, Administration, RDBMS, Database administration, DBMS]",0
DB,"[Computer science, Oracle database, Oracle RDBMS, Oracle SQL, Database administration, Problem management, Database, Oracle DBA]","DB [Computer science, Oracle database, Oracle RDBMS, Oracle SQL, Database administration, Problem management, Database, Oracle DBA]",0
DB,"[Oracle database, Training, database security, Debugging, Oracle DBA, Oracle, Security, DBMS]","DB [Oracle database, Training, database security, Debugging, Oracle DBA, Oracle, Security, DBMS]",0
DB,"[Oracle DBA, OCP, Oracle Database Administrator, Oracle Apps Dba, Oracle RAC, ASM, patching, Oracle Certified Professional]","DB [Oracle DBA, OCP, Oracle Database Administrator, Oracle Apps Dba, Oracle RAC, ASM, patching, Oracle Certified Professional]",0
DB,"[Performance management, Analytical, Strategic planning, Oracle DBA, Oracle, Troubleshooting, RMAN, Monitoring]","DB [Performance management, Analytical, Strategic planning, Oracle DBA, Oracle, Troubleshooting, RMAN, Monitoring]",0
DB,"[Data migration, Architecture, EBS, Oracle DBA, Oracle, Troubleshooting, RMAN, Monitoring]","DB [Data migration, Architecture, EBS, Oracle DBA, Oracle, Troubleshooting, RMAN, Monitoring]",0
DB,"[Oracle DBA, Oracle database administer, Oracle Core Dba, Administration, Core, L3, DBMS, Oracle Core]","DB [Oracle DBA, Oracle database administer, Oracle Core Dba, Administration, Core, L3, DBMS, Oracle Core]",0
DB,"[Oracle database, Oracle RDBMS, Administration Staff, development testing, Database administration, Oracle DBA, System administration, Capacity planning]","DB [Oracle database, Oracle RDBMS, Administration Staff, development testing, Database administration, Oracle DBA, System administration, Capacity planning]",0
DB,"[Performance tuning, query optimization, RDBMS, Database design, Consulting, Oracle DBA, Perl, Troubleshooting]","DB [Performance tuning, query optimization, RDBMS, Database design, Consulting, Oracle DBA, Perl, Troubleshooting]",0
DB,"[Unix, Performance tuning, MNC, Linux, Production support, RDBMS, Database administration, Oracle DBA]","DB [Unix, Performance tuning, MNC, Linux, Production support, RDBMS, Database administration, Oracle DBA]",0
DB,"[Unix, Performance tuning, Production support, RDBMS, Shell scripting, Application development, Oracle, Troubleshooting]","DB [Unix, Performance tuning, Production support, RDBMS, Shell scripting, Application development, Oracle, Troubleshooting]",0
DB,"[Monitoring tools, Oracle RDBMS, RDBMS, Cloud, Database administration, Unix operating system, Oracle RAC, Windows]","DB [Monitoring tools, Oracle RDBMS, RDBMS, Cloud, Database administration, Unix operating system, Oracle RAC, Windows]",0
DB,"[OEM, Postgresql Database Administration, Oracle DBA, Oracle RAC, RMAN, Sql Server Database, Oracle Performance Tuning, Oracle Golden Gate]","DB [OEM, Postgresql Database Administration, Oracle DBA, Oracle RAC, RMAN, Sql Server Database, Oracle Performance Tuning, Oracle Golden Gate]",0
DB,"[SQL, data transformation services, dts, query optimization, ssas, sql profiler, sql server dba, ssis]","DB [SQL, data transformation services, dts, query optimization, ssas, sql profiler, sql server dba, ssis]",0
DB,"[MS SQL, Algorithms, Analytical, SQL Database Administrator, Job scheduling, Database administration, Software, Troubleshooting]","DB [MS SQL, Algorithms, Analytical, SQL Database Administrator, Job scheduling, Database administration, Software, Troubleshooting]",0
DB,"[query optimization, Database design, MySQL, PLSQL, data integrity, Database maintenance, Oracle, Data warehousing]","DB [query optimization, Database design, MySQL, PLSQL, data integrity, Database maintenance, Oracle, Data warehousing]",0
DB,"[MySQL Database Administrator, mysql, SQL DBA, Administration, DBMS, MySQL database administration, SQL, Database administration]","DB [MySQL Database Administrator, mysql, SQL DBA, Administration, DBMS, MySQL database administration, SQL, Database administration]",0
DB,"[Database Administration, Database Management System, SQL Server Development, Oracle SQL, Postgresql, SSRS, Database Testing, Oracle DBA]","DB [Database Administration, Database Management System, SQL Server Development, Oracle SQL, Postgresql, SSRS, Database Testing, Oracle DBA]",0
DB,"[database solutions, Postgresql Database Administration, implementation, database instances, PostgreSQL migrations, Design, configure, and patching]","DB [database solutions, Postgresql Database Administration, implementation, database instances, PostgreSQL migrations, Design, configure, and patching]",0
DB,"[Vertica Database, L2 L3 Support, backup, performance tuning, configuration, database security, SQL and scripting languages, and recovery procedures]","DB [Vertica Database, L2 L3 Support, backup, performance tuning, configuration, database security, SQL and scripting languages, and recovery procedures]",0
DB,"[RDBMS, Coding, Agile, Troubleshooting, NoSQL, cassandra, Issue resolution, Issue]","DB [RDBMS, Coding, Agile, Troubleshooting, NoSQL, cassandra, Issue resolution, Issue]",3
DB,"[Terraform, MySQL, Postgres, RDS, RDS Aurora, Mysql Database, MySQL Database Administration, RDBMS]","DB [Terraform, MySQL, Postgres, RDS, RDS Aurora, Mysql Database, MySQL Database Administration, RDBMS]",0
DB,"[NoSQL, RDBMS, Coding, Agile, Troubleshooting, cassandra, Issue resolution, Issue]","DB [NoSQL, RDBMS, Coding, Agile, Troubleshooting, cassandra, Issue resolution, Issue]",3
DB,"[NoSQL, RDBMS, cassandra, Agile, Troubleshooting, Issue resolution, Administration, Cloud Server]","DB [NoSQL, RDBMS, cassandra, Agile, Troubleshooting, Issue resolution, Administration, Cloud Server]",3
DB,"[Unix, Aix, Linux, Shell scripting, PLSQL, query optimization, RDBMS, Coding]","DB [Unix, Aix, Linux, Shell scripting, PLSQL, query optimization, RDBMS, Coding]",3
DB,"[Unix, Aix, Linux, Shell scripting, PLSQL, query optimization, RDBMS, Coding]","DB [Unix, Aix, Linux, Shell scripting, PLSQL, query optimization, RDBMS, Coding]",3
DB,"[Oracle DBA, SQL DBA, RMAN, SQL, Administration, Oracle database, DBMS, Database administration]","DB [Oracle DBA, SQL DBA, RMAN, SQL, Administration, Oracle database, DBMS, Database administration]",0
DB,"[Oracle OLTP, Unix, Performance tuning, Database Administration, Software installation, Troubleshooting, AWS, Performance]","DB [Oracle OLTP, Unix, Performance tuning, Database Administration, Software installation, Troubleshooting, AWS, Performance]",0
DB,"[Access control, Database design, database security, Disaster recovery, Database, Database maintenance, Oracle, Monitoring]","DB [Access control, Database design, database security, Disaster recovery, Database, Database maintenance, Oracle, Monitoring]",0
DB,"[Performance tuning, Redhat, Solaris, RDBMS, PLSQL, Windows, Stored procedures, Troubleshooting]","DB [Performance tuning, Redhat, Solaris, RDBMS, PLSQL, Windows, Stored procedures, Troubleshooting]",0
DB,"[Performance tuning, Automation, Change management, Production support, Analytical, Troubleshooting, RMAN, Monitoring]","DB [Performance tuning, Automation, Change management, Production support, Analytical, Troubleshooting, RMAN, Monitoring]",0
DB,"[Oracle Apps, Automation, SOA, Hyperion, Analytical, MySQL, MongoDB, Pentaho]","DB [Oracle Apps, Automation, SOA, Hyperion, Analytical, MySQL, MongoDB, Pentaho]",3
DB,"[SQL DBA, Application support, Linux, Performance engineering, Agile, Oracle DBA, Test cases, infrastructure services]","DB [SQL DBA, Application support, Linux, Performance engineering, Agile, Oracle DBA, Test cases, infrastructure services]",0
DB,"[Sql Server 2008, Analytical, SSRS, Disaster recovery, SQL Server integration services, Database, Stored procedures, SQL Server reporting services]","DB [Sql Server 2008, Analytical, SSRS, Disaster recovery, SQL Server integration services, Database, Stored procedures, SQL Server reporting services]",0
DB,"[MySQL Database Administration, aws rds, technical lead, senior database admiistrator, Mysql dba lead, mysql, aws, aws aurora]","DB [MySQL Database Administration, aws rds, technical lead, senior database admiistrator, Mysql dba lead, mysql, aws, aws aurora]",0
DB,"[MS SQL, Linux, Database design, database security, MySQL, Schema, Database administration, DBMS]","DB [MS SQL, Linux, Database design, database security, MySQL, Schema, Database administration, DBMS]",0
DB,"[Computer science, SAN, Performance tuning, Linux, MySQL, Agile, DNS, PHP]","DB [Computer science, SAN, Performance tuning, Linux, MySQL, Agile, DNS, PHP]",3
DB,"[Performance tuning, NoSQL, Linux, RDBMS, Postgresql, MySQL, Database administration, MongoDB]","DB [Performance tuning, NoSQL, Linux, RDBMS, Postgresql, MySQL, Database administration, MongoDB]",0
DB,"[T-SQL, Mssql Dba, Postgresql, mysql, SQL Server, SQL RDS, Terraform, SQL Servers]","DB [T-SQL, Mssql Dba, Postgresql, mysql, SQL Server, SQL RDS, Terraform, SQL Servers]",0
DB,"[Payroll, Analytical, Manager Technology, Troubleshooting, SQL DBA, SQL, Technology, SQL database]","DB [Payroll, Analytical, Manager Technology, Troubleshooting, SQL DBA, SQL, Technology, SQL database]",0
DB,"[Performance tuning, MS SQL, RDBMS, Database design, Disaster recovery, Active directory, Windows, Troubleshooting]","DB [Performance tuning, MS SQL, RDBMS, Database design, Disaster recovery, Active directory, Windows, Troubleshooting]",0
DB,"[Oracle, oracle 10g, dataguard, upgrade, rac, oracle dba, oracle database, migration]","DB [Oracle, oracle 10g, dataguard, upgrade, rac, oracle dba, oracle database, migration]",0
DB,"[MS SQL, Oracle, db2 dba, Microsoft, Postgresql, Db Dba, Oracle DBA, SQL DBA]","DB [MS SQL, Oracle, db2 dba, Microsoft, Postgresql, Db Dba, Oracle DBA, SQL DBA]",0
DB,"[RDBMS, MySQL, Cloud, Database administration, Database, Database maintenance, Management, Licensing]","DB [RDBMS, MySQL, Cloud, Database administration, Database, Database maintenance, Management, Licensing]",0
DB,"[Oracle, SQL queries, technical support, Oracle DBA, database structures, DBMS, Technical, Query]","DB [Oracle, SQL queries, technical support, Oracle DBA, database structures, DBMS, Technical, Query]",0
DB,"[Oracle Administration, Migration, Oracle RAC, Troubleshooting, SQL, MS SQL, Standalone Architecture, TNS]","DB [Oracle Administration, Migration, Oracle RAC, Troubleshooting, SQL, MS SQL, Standalone Architecture, TNS]",0
DB,"[Oracle Apps, Oracle Apps Dba, Apps DBA, Oracle E-business Suite, R12, Application Dba, Application, Database administration]","DB [Oracle Apps, Oracle Apps Dba, Apps DBA, Oracle E-business Suite, R12, Application Dba, Application, Database administration]",0
DB,"[Performance tuning, Cloud computing, Automation, Problem management, JSON, Windows, Stored procedures, SQL]","DB [Performance tuning, Cloud computing, Automation, Problem management, JSON, Windows, Stored procedures, SQL]",0
DB,"[MS SQL, Mssql Dba, Ms Sql Database, Ms Sql Server Dba, Ms Sql Server Administration, SQL Servers, SQL database, SQL Server administration]","DB [MS SQL, Mssql Dba, Ms Sql Database, Ms Sql Server Dba, Ms Sql Server Administration, SQL Servers, SQL database, SQL Server administration]",0
DB,"[Performance tuning, Linux, Performance management, Troubleshooting, SQL Server dba, Oracle database, SQL queries, Database migration]","DB [Performance tuning, Linux, Performance management, Troubleshooting, SQL Server dba, Oracle database, SQL queries, Database migration]",0
DB,"[Performance tuning, Automation, Linux, Troubleshooting, SQL, Oracle DBA, Technical support, Oracle]","DB [Performance tuning, Automation, Linux, Troubleshooting, SQL, Oracle DBA, Technical support, Oracle]",0
DB,"[Database administration, SQL DBA, DBMS, SQL development, Administration, SQL, Development]","DB [Database administration, SQL DBA, DBMS, SQL development, Administration, SQL, Development]",0
DB,"[Computer science, Compliance, IT consulting, Database, Management, Troubleshooting, Digital marketing, Information technology]","DB [Computer science, Compliance, IT consulting, Database, Management, Troubleshooting, Digital marketing, Information technology]",3
DB,"[Computer science, Performance tuning, query optimization, Data modeling, Analytical, database security, MySQL, Informatica]","DB [Computer science, Performance tuning, query optimization, Data modeling, Analytical, database security, MySQL, Informatica]",0
DB,"[VMware, SSRS, SSIS, Troubleshooting, Architecture, PAAS, SQL Server dba, Administration]","DB [VMware, SSRS, SSIS, Troubleshooting, Architecture, PAAS, SQL Server dba, Administration]",0
DB,"[Relationship building, Oracle DBA, Troubleshooting, Operations, Software solutions, SQL queries, Oracle 9I, Software support]","DB [Relationship building, Oracle DBA, Troubleshooting, Operations, Software solutions, SQL queries, Oracle 9I, Software support]",0
DB,"[Automation, Shell scripting, Agile, Troubleshooting, RMAN, oracle 11g, rac, oracle dba]","DB [Automation, Shell scripting, Agile, Troubleshooting, RMAN, oracle 11g, rac, oracle dba]",0
DB,"[Performance tuning, Storage management, Troubleshooting, Project delivery, Team leading, KVM, Oracle DBA, Competency development]","DB [Performance tuning, Storage management, Troubleshooting, Project delivery, Team leading, KVM, Oracle DBA, Competency development]",0
DB,"[Oracle Apps, Production support, Oracle DBA, Project delivery, Team leading, Leadership, Team, Oracle]","DB [Oracle Apps, Production support, Oracle DBA, Project delivery, Team leading, Leadership, Team, Oracle]",0
DB,"[Performance tuning, Automation, Application support, Linux, Troubleshooting, SQL queries, Oracle SQL, Oracle DBA]","DB [Performance tuning, Automation, Application support, Linux, Troubleshooting, SQL queries, Oracle SQL, Oracle DBA]",0
DB,"[operational support, Client satisfaction, Excel, ITSM, Incident management, soft skills, service management, production systems]","DB [operational support, Client satisfaction, Excel, ITSM, Incident management, soft skills, service management, production systems]",3
DB,"[operational support, Client satisfaction, ITSM, Incident management, Excel, Service management, Servicing, DBMS]","DB [operational support, Client satisfaction, ITSM, Incident management, Excel, Service management, Servicing, DBMS]",3
DB,"[operational support, Client satisfaction, Excel, Incident management, soft skills, itsm, service management, production systems]","DB [operational support, Client satisfaction, Excel, Incident management, soft skills, itsm, service management, production systems]",3
DB,"[Schedule, Database administration, Time, developer, SQL, DBMS, SQL development, Administration]","DB [Schedule, Database administration, Time, developer, SQL, DBMS, SQL development, Administration]",0
DB,"[Log shipping, PAAS, Database administration, Windows, Stored procedures, Monitoring, Analysis services, SQL]","DB [Log shipping, PAAS, Database administration, Windows, Stored procedures, Monitoring, Analysis services, SQL]",0
DB,"[Linux, Db2, MySQL, SSRS, Database administration, Windows, Oracle, microsoft]","DB [Linux, Db2, MySQL, SSRS, Database administration, Windows, Oracle, microsoft]",0
DB,"[Database Maintenance, Database Management Administration, Database Creation, Mango Db, Database Development, Cloud Applications, Cloud Architecture, Data Analysis]","DB [Database Maintenance, Database Management Administration, Database Creation, Mango Db, Database Development, Cloud Applications, Cloud Architecture, Data Analysis]",0
DB,"[Mssql Dba, Database Administration, SQL DBA, SQL Server Dba, MySQL Database Administration, SQL, MySQL Database, DBMS]","DB [Mssql Dba, Database Administration, SQL DBA, SQL Server Dba, MySQL Database Administration, SQL, MySQL Database, DBMS]",0
DB,"[Terraform, Stored Procedures, Cloud DBA, Aws Cloud, Oracle DBA, DBMS, Administration, AWS]","DB [Terraform, Stored Procedures, Cloud DBA, Aws Cloud, Oracle DBA, DBMS, Administration, AWS]",0
DB,"[Unix, Linux, MySQL, Database administration, Agile, HTTP, Windows, Apache]","DB [Unix, Linux, MySQL, Database administration, Agile, HTTP, Windows, Apache]",0
DB,"[Backend, Data management, Coding, Database design, Database, Database administration, Programming, Healthcare]","DB [Backend, Data management, Coding, Database design, Database, Database administration, Programming, Healthcare]",0
DB,"[Performance tuning, NoSQL, Oracle SQL, Db2, Postgresql, MySQL, Customer handling, Database]","DB [Performance tuning, NoSQL, Oracle SQL, Db2, Postgresql, MySQL, Customer handling, Database]",0
DB,"[Postgresql, Service desk, MySQL, Database, Programming, Management, Oracle, Database Administrator]","DB [Postgresql, Service desk, MySQL, Database, Programming, Management, Oracle, Database Administrator]",0
DB,"[T-SQL, MS SQL, NoSQL, Database, PLSQL, Database Administrator, SQL Server dba, bash scripting]","DB [T-SQL, MS SQL, NoSQL, Database, PLSQL, Database Administrator, SQL Server dba, bash scripting]",0
DB,"[Scheduling, Project planning, Project SQL, Windows, Troubleshooting, microsoft, IT operations, Incident Monitoring]","DB [Scheduling, Project planning, Project SQL, Windows, Troubleshooting, microsoft, IT operations, Incident Monitoring]",3
DB,"[Performance tuning, Log shipping, MySQL, Schema, Database administration, Agile, Oracle, Business intelligence]","DB [Performance tuning, Log shipping, MySQL, Schema, Database administration, Agile, Oracle, Business intelligence]",0
DB,"[SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]","DB [SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]",0
DB,"[Teradata DBA, Teradata Admin, database administration, Administration, Teradata, DBMS, Operations]","DB [Teradata DBA, Teradata Admin, database administration, Administration, Teradata, DBMS, Operations]",0
DB,"[C++, Automation, Data migration, Linux, Analytical, Debugging, Machine learning, Windows]","DB [C++, Automation, Data migration, Linux, Analytical, Debugging, Machine learning, Windows]",1
DB,"[Automation, Db2, MySQL, Shell scripting, Workflow, Oracle, Troubleshooting, SyBase]","DB [Automation, Db2, MySQL, Shell scripting, Workflow, Oracle, Troubleshooting, SyBase]",0
DB,"[RDS, Arora, MySQL, AWS, MySQL Database Administration, Administration, MySQL Database, SQL database]","DB [RDS, Arora, MySQL, AWS, MySQL Database Administration, Administration, MySQL Database, SQL database]",0
DB,"[Performance tuning, Administration, Postgresql, database security, Disaster recovery, Database, Database Administrator, Information technology]","DB [Performance tuning, Administration, Postgresql, database security, Disaster recovery, Database, Database Administrator, Information technology]",0
DB,"[IT services, Analytical skills, SQL queries, MySQL database administration, Linux, MySQL, Database administration, Database maintenance]","DB [IT services, Analytical skills, SQL queries, MySQL database administration, Linux, MySQL, Database administration, Database maintenance]",0
DB,"[SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]","DB [SAP, Db2, Data modeling, SSRS, Database administration, Data structures, Healthcare, Oracle]",0
DB,"[T-SQL, Database architecture, Performance tuning, Log shipping, Compliance management, MySQL, Database, Stored procedures]","DB [T-SQL, Database architecture, Performance tuning, Log shipping, Compliance management, MySQL, Database, Stored procedures]",0
DB,"[Query Tuning, Query Replication, mysql architecture, GTID Replication, MySQL Database Administration, Architecture, Administration, MySQL Database]","DB [Query Tuning, Query Replication, mysql architecture, GTID Replication, MySQL Database Administration, Architecture, Administration, MySQL Database]",0
DB,"[Automation, Demand forecasting, Debugging, Database, Performance analysis, Database Administrator, Distribution system, Monitoring]","DB [Automation, Demand forecasting, Debugging, Database, Performance analysis, Database Administrator, Distribution system, Monitoring]",0
